risk_level	doi	pmcid	title	year	journal	n_citations	rationale	verified_policy	combo	bio_HLA	bio_MHC	bio_pseudogene	bio_cancer	bio_DE_signature	bio_classify_patient	bio_immune_evasion	bio_immunotherapy	bio_AMP	bio_multimapper_note	likely_scrna	likely_bulk	github_links
NONE	10.1093/bioinformatics/btaa087		Statistical significance of cluster membership for unsupervised evaluation of cell identities	2020	Bioinformatics	33				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/bioinformatics/btab016		IsoMiRmap: fast, deterministic and exhaustive mining of isomiRs from short RNA-seq datasets	2021	Bioinformatics	33				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/bioinformatics/btab116		ESCO: single cell expression simulation incorporating gene co-expression	2021	Bioinformatics	33				False	False	False	False	False	False	False	False	False	False	False	False	github.com/JINJINT/ESCO
NONE	10.1038/s41388-023-02933-x		DMT1-dependent endosome-mitochondria interactions regulate mitochondrial iron translocation and metastatic outgrowth	2024	Oncogene	33				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41388-021-02005-y		Intron retention-induced neoantigen load correlates with unfavorable prognosis in multiple myeloma	2021	Oncogene	33				False	True	False	True	False	False	True	False	False	False	False	False	
NONE	10.1200/jco.22.02668		Prediction of Adjuvant Gemcitabine Sensitivity in Resectable Pancreatic Adenocarcinoma Using the GemPred RNA Signature: An Ancillary Study of the PRODIGE-24/CCTG PA6 Clinical Trial	2023	Journal of Clinical Oncology	33				False	False	False	True	False	True	False	False	False	False	False	False	
NONE	10.1200/jco.23.01488		Intratumoral Escherichia Is Associated With Improved Survival to Single-Agent Immune Checkpoint Inhibition in Patients With Advanced Non–Small-Cell Lung Cancer	2024	Journal of Clinical Oncology	33				False	False	False	True	True	False	False	True	False	False	False	False	
NONE	10.1038/s41590-024-02018-1		Cutaneous T cell lymphoma atlas reveals malignant TH2 cells supported by a B cell-rich tumor microenvironment	2024	Nature Immunology	33				False	True	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-022-25871-2		Single-cell RNA sequencing of immune cells in patients with acute gout	2022	Scientific Reports	33				False	False	False	True	True	False	False	False	False	False	False	False	
NONE	10.1038/s41598-022-26650-9		Similar programmed death ligand 1 (PD-L1) expression profile in patients with mild COPD and lung cancer	2022	Scientific Reports	33				False	False	False	True	True	False	False	False	False	False	False	False	
NONE	10.1038/s41598-023-39890-0		Disease-associated astrocytes and microglia markers are upregulated in mice fed high fat diet	2023	Scientific Reports	33				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41598-023-42231-w		Yoga maintains Th17/Treg cell homeostasis and reduces the rate of T cell aging in rheumatoid arthritis: a randomized controlled trial	2023	Scientific Reports	33				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-69905-z		A lncRNA landscape in breast cancer reveals a potential role for AC009283.1 in proliferation and apoptosis in HER2-enriched subtype	2020	Scientific Reports	33				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-71403-1		RFX5 promotes the progression of hepatocellular carcinoma through transcriptional activation of KDM4A	2020	Scientific Reports	33				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-73867-7		Repeated sampling facilitates within- and between-subject modeling of the human sperm transcriptome to identify dynamic and stress-responsive sncRNAs	2020	Scientific Reports	33				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-021-85225-2		Identification of positive and negative regulators in the stepwise developmental progression towards infectivity in Trypanosoma brucei	2021	Scientific Reports	33				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-021-98729-8		The effect of air pollution on the transcriptomics of the immune response to respiratory infection	2021	Scientific Reports	33				False	False	False	False	False	False	False	False	False	False	False	True	
NONE	10.1038/s41598-022-06476-1		Using publicly available transcriptomic data to identify mechanistic and diagnostic biomarkers in azoospermia and overall male infertility	2022	Scientific Reports	33				False	False	False	False	True	False	False	False	False	False	False	True	
NONE	10.1016/j.cels.2020.06.013		Community Assessment of the Predictability of Cancer Protein and Phosphoprotein Levels from Genomics and Transcriptomics	2020	Cell Systems	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-023-03107-4		Multi-omics analysis reveals the molecular response to heat stress in a “red tide” dinoflagellate	2023	Genome Biology	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-021-02494-w		Differential regulation of mRNA fate by the human Ccr4-Not complex is driven by coding sequence composition and mRNA localization	2021	Genome Biology	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-021-02593-8		scDALI: modeling allelic heterogeneity in single cells reveals context-specific genetic regulation	2022	Genome Biology	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-022-02757-0		Genetic regulation of RNA splicing in human pancreatic islets	2022	Genome Biology	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41592-025-02622-5		Spotiphy enables single-cell spatial whole transcriptomics across an entire section	2025	Nature Methods	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1101/gr.254656.119		Recounting the FANTOM CAGE-Associated Transcriptome	2020	Genome Research	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.73040		Inflammatory response in hematopoietic stem and progenitor cells triggered by activating SHP2 mutations evokes blood defects	2022	eLife	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.85135		Integrated transcriptome and proteome analysis reveals posttranscriptional regulation of ribosomal genes in human brain organoids	2023	eLife	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.82690		Evidence for virus-mediated oncogenesis in bladder cancers arising in solid organ transplant recipients	2023	eLife	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-36665-z		Identification of a physiologic vasculogenic fibroblast state to achieve tissue repair	2023	Nature Communications	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-41302-w		Monolayer platform to generate and purify primordial germ-like cells in vitro provides insights into human germline specification	2023	Nature Communications	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-45489-4		Androgen deprivation induces double-null prostate cancer via aberrant nuclear export and ribosomal biogenesis through HGF and Wnt activation	2024	Nature Communications	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-45518-2		Microbes translocation from oral cavity to nasopharyngeal carcinoma in patients	2024	Nature Communications	32				False	False	False	True	False	True	False	False	False	False	False	False	
NONE	10.1038/s41467-024-48550-4		Mapping of mitogen and metabolic sensitivity in organoids defines requirements for human hepatocyte growth	2024	Nature Communications	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-51134-x		A roadmap to the molecular human linking multiomics with population traits and diabetes subtypes	2024	Nature Communications	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-52922-1		Reassessment of marker genes in human induced pluripotent stem cells for enhanced quality control	2024	Nature Communications	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-53239-9		Identifying septic shock subgroups to tailor fluid strategies through multi-omics integration	2024	Nature Communications	32				False	False	False	False	False	True	False	False	False	False	False	False	
NONE	10.1038/s41467-024-54671-7		Spatially resolved gene expression profiling of tumor microenvironment reveals key steps of lung adenocarcinoma development	2024	Nature Communications	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-025-56299-7		Matrix mechano-sensing at the invasive front induces a cytoskeletal and transcriptional memory supporting metastasis	2025	Nature Communications	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkac302		“Pseudo-pseudogenes” in bacterial genomes: Proteogenomics reveals a wide but low protein expression of pseudogenes in <i>Salmonella enterica</i>	2022	Nucleic Acids Research	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkac891		BIC: a database for the transcriptional landscape of bacteria in cancer	2022	Nucleic Acids Research	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkad106		Linker histone H1 modulates defense priming and immunity in plants	2023	Nucleic Acids Research	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkae1028		RBPWorld for exploring functions and disease associations of RNA-binding proteins across species	2024	Nucleic Acids Research	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkaa638		A comprehensive rat transcriptome built from large scale RNA-seq-based annotation	2020	Nucleic Acids Research	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkab099		Epstein-Barr virus inactivates the transcriptome and disrupts the chromatin architecture of its host cell in the first phase of lytic reactivation	2021	Nucleic Acids Research	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkab115		Reactive astrocytes in ALS display diminished intron retention	2021	Nucleic Acids Research	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkab937		ASMdb: a comprehensive database for allele-specific DNA methylation in diverse organisms	2021	Nucleic Acids Research	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkac1006		TIMEDB: tumor immune micro-environment cell composition database with automatic analysis and interactive visualization	2022	Nucleic Acids Research	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/bioinformatics/btad279		Kimma: flexible linear mixed effects modeling with kinship covariance for RNA-seq data	2023	Bioinformatics	32				False	False	False	False	True	False	False	False	False	False	False	True	github.com/BIGslu/kimma
NONE	10.1093/bioinformatics/btad364		IsoTools: a flexible workflow for long-read transcriptome sequencing analysis	2023	Bioinformatics	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/bioinformatics/btab385		powerEQTL: an R package and shiny application for sample size and power calculation of bulk tissue and single-cell eQTL analysis	2021	Bioinformatics	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/bioinformatics/btab245		scConnect: a method for exploratory analysis of cell–cell communication based on single-cell RNA-sequencing data	2021	Bioinformatics	32				False	False	False	False	False	False	False	False	False	False	True	False	github.com/JonETJakobsson/scConnect
NONE	10.1038/s41388-020-01606-3		Comparative analysis of the AIB1 interactome in breast cancer reveals MTA2 as a repressive partner which silences E-Cadherin to promote EMT and associates with a pro-metastatic phenotype	2021	Oncogene	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41388-020-01586-4		TAS4464, a NEDD8-activating enzyme inhibitor, activates both intrinsic and extrinsic apoptotic pathways via c-Myc-mediated regulation in acute myeloid leukemia	2021	Oncogene	32				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-59087-z		Transcriptome analysis of life stages of the house cricket, Acheta domesticus, to improve insect crop production	2020	Scientific Reports	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-66469-w		Transcriptomic study in women with trisomy 21 identifies a possible role of the GTPases of the immunity-associated proteins (GIMAP) in the protection of breast cancer	2020	Scientific Reports	32				False	False	False	True	True	False	False	False	False	False	False	False	
NONE	10.1038/s41598-021-01782-6		Biphasic (5–2%) oxygen concentration strategy significantly improves the usable blastocyst and cumulative live birth rates in in vitro fertilization	2021	Scientific Reports	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-022-05666-1		Endothelial Notch signaling directly regulates the small GTPase RND1 to facilitate Notch suppression of endothelial migration	2022	Scientific Reports	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-023-42574-4		Ferroptosis-related factors in the substantia nigra are associated with Parkinson’s disease	2023	Scientific Reports	32				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41598-024-64980-y		The impact of tertiary lymphoid structures on tumor prognosis and the immune microenvironment in non-small cell lung cancer	2024	Scientific Reports	32				False	False	False	True	False	True	False	True	False	False	False	False	
NONE	10.1038/s41598-024-68755-3		Machine learning-based biomarker screening for acute myeloid leukemia prognosis and therapy from diverse cell-death patterns	2024	Scientific Reports	32				False	False	False	True	False	True	False	False	False	False	False	False	
NONE	10.1038/s41598-025-91420-2		A fusion model to predict the survival of colorectal cancer based on histopathological image and gene mutation	2025	Scientific Reports	32				False	False	False	True	False	True	False	False	False	False	False	False	
NONE	10.1038/s41598-020-59827-1		Single-cell Transcriptome Mapping Identifies Common and Cell-type Specific Genes Affected by Acute Delta9-tetrahydrocannabinol in Humans	2020	Scientific Reports	32				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-67811-y		Limited influence of the microbiome on the transcriptional profile of female Aedes aegypti mosquitoes	2020	Scientific Reports	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-75657-7		Functional in vivo and in vitro effects of 20q11.21 genetic aberrations on hPSC differentiation	2020	Scientific Reports	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-021-88489-w		Ulcerative colitis immune cell landscapes and differentially expressed gene signatures determine novel regulators and predict clinical response to biologic therapy	2021	Scientific Reports	32				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41598-021-97970-5		Proliferative diabetic retinopathy transcriptomes reveal angiogenesis, anti-angiogenic therapy escape mechanisms, fibrosis and lymphatic involvement	2021	Scientific Reports	32				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41598-021-00355-x		Optimization of RNA extraction methods from human metabolic tissue samples of the COMET biobank	2021	Scientific Reports	32				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-023-02897-x		Identification of genetic variants that impact gene co-expression relationships using large-scale single-cell data	2023	Genome Biology	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-025-03559-w		Filtering cells with high mitochondrial content depletes viable metabolically altered malignant cell populations in cancer single-cell studies	2025	Genome Biology	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-020-02166-1		Clonal tracing reveals diverse patterns of response to immune checkpoint blockade	2020	Genome Biology	31				False	False	False	True	True	False	False	False	False	False	False	False	
NONE	10.1371/journal.pcbi.1011779		TimeTeller: A tool to probe the circadian clock as a multigene dynamical system	2024	PLoS Computational Biology	31				False	False	False	True	False	True	False	False	False	False	False	False	
NONE	10.1101/gr.275944.121		Cell type–specific analysis by single-cell profiling identifies a stable mammalian tRNA–mRNA interface and increased translation efficiency in neurons	2021	Genome Research	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.78211		SRSF10 is essential for progenitor spermatogonia expansion by regulating alternative splicing	2022	eLife	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.83867		High-grade serous ovarian carcinoma organoids as models of chromosomal instability	2023	eLife	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-39775-w		Imbalanced unfolded protein response signaling contributes to 1-deoxysphingolipid retinal toxicity	2023	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-40298-7		Development of Plasmodium falciparum liver-stages in hepatocytes derived from human fetal liver organoid cultures	2023	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-40203-2		Cardiomyocyte proliferation is suppressed by ARID1A-mediated YAP inhibition during cardiac maturation	2023	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-41331-5		A split and inducible adenine base editor for precise in vivo base editing	2023	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-43498-3		SMARCB1 loss activates patient-specific distal oncogenic enhancers in malignant rhabdoid tumors	2023	Nature Communications	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-44210-1		Distinct mesenchymal cell states mediate prostate cancer progression	2024	Nature Communications	31				False	False	False	True	True	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-44875-2		Durvalumab plus pazopanib combination in patients with advanced soft tissue sarcomas: a phase II trial	2024	Nature Communications	31				False	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1038/s41467-024-45227-w		scDisInFact: disentangled learning for integration and prediction of multi-batch multi-condition single-cell RNA-sequencing data	2024	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-46057-6		Neuronal miR-9 promotes HSV-1 epigenetic silencing and latency by repressing Oct-1 and Onecut family genes	2024	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-46300-0		Eph-ephrin signaling couples endothelial cell sorting and arterial specification	2024	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-50281-5		Early human fetal lung atlas reveals the temporal dynamics of epithelial cell plasticity	2024	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-51096-0		ITGB6 modulates resistance to anti-CD276 therapy in head and neck cancer by promoting PF4+ macrophage infiltration	2024	Nature Communications	31				False	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1038/s41467-024-53039-1		Targeting IRE1α reprograms the tumor microenvironment and enhances anti-tumor immunity in prostate cancer	2024	Nature Communications	31				False	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1038/s41467-024-53164-x		The integrated molecular and histological analysis defines subtypes of esophageal squamous cell carcinoma	2024	Nature Communications	31				False	False	False	True	False	False	True	False	False	False	False	False	
NONE	10.1038/s41467-024-53295-1		Epigenetic memory of radiotherapy in dermal fibroblasts impairs wound repair capacity in cancer survivors	2024	Nature Communications	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-54326-7		Neoadjuvant anti-PD1 immunotherapy for surgically accessible recurrent glioblastoma: clinical and molecular outcomes of a stage 2 single-arm expansion cohort	2024	Nature Communications	31				False	False	False	True	True	False	False	True	False	False	False	False	
NONE	10.1038/s41467-025-56280-4		Statistical identification of cell type-specific spatially variable genes in spatial transcriptomics	2025	Nature Communications	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-19949-6		Genomic and transcriptomic alterations associated with drug vulnerabilities and prognosis in adenocarcinoma at the gastroesophageal junction	2020	Nature Communications	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-22653-8		Learning a genome-wide score of human–mouse conservation at the functional genomics level	2021	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-022-29017-w		Electrical modulation of transplanted stem cells improves functional recovery in a rodent model of stroke	2022	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-022-30468-4		Activation of Nkx2.5 transcriptional program is required for adult myocardial repair	2022	Nature Communications	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-022-32052-2		Club cells employ regeneration mechanisms during lung tumorigenesis	2022	Nature Communications	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkac717		RNA helicase-dependent gene looping impacts messenger RNA processing	2022	Nucleic Acids Research	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkad566		Integration of gene expression and DNA methylation data across different experiments	2023	Nucleic Acids Research	31				False	False	False	True	False	False	False	False	False	False	False	False	github.com/Shamir-Lab/INTEND
NONE	10.1093/nar/gkaa323		miRSwitch: detecting microRNA arm shift and switch events	2020	Nucleic Acids Research	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkaa1064		CSEA-DB: an omnibus for human complex trait and cell type associations	2020	Nucleic Acids Research	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/bioinformatics/btac645		SpaceX: gene co-expression network estimation for spatial transcriptomics	2022	Bioinformatics	31				False	False	False	True	False	False	False	False	False	False	False	False	github.com/bayesrx/SpaceX
NONE	10.1093/bioinformatics/btaa264		scHLAcount: allele-specific HLA expression from single-cell gene expression data	2020	Bioinformatics	31				True	False	False	False	False	False	False	False	False	False	False	False	github.com/10XGenomics/scHLAcount
NONE	10.1093/bioinformatics/btaa1002		Novel SARS-CoV-2 encoded small RNAs in the passage to humans	2020	Bioinformatics	31				False	False	False	False	False	False	False	False	False	False	False	False	github.com/sinc-lab/sarscov2-mirna-discovery
NONE	10.1093/bioinformatics/btab337		Differential gene expression analysis for multi-subject single-cell RNA-sequencing studies with<i>aggregateBioVar</i>	2021	Bioinformatics	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41388-024-03092-3		N6-methyladenosine modified TGFB2 triggers lipid metabolism reprogramming to confer pancreatic ductal adenocarcinoma gemcitabine resistance	2024	Oncogene	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41388-020-1302-8		Entry and exit of chemotherapeutically-promoted cellular dormancy in glioblastoma cells is differentially affected by the chemokines CXCL12, CXCL16, and CX3CL1	2020	Oncogene	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-022-17267-z		Detection of repeat expansions in large next generation DNA and RNA sequencing data without alignment	2022	Scientific Reports	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-023-39936-3		Expression quantitative trait methylation analysis elucidates gene regulatory effects of DNA methylation: the Framingham Heart Study	2023	Scientific Reports	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-62354-8		Differential stromal reprogramming in benign and malignant naturally occurring canine mammary tumours identifies disease-modulating stromal components	2020	Scientific Reports	31				True	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-66455-2		EXOSC9 depletion attenuates P-body formation, stress resistance, and tumorigenicity of cancer cells	2020	Scientific Reports	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-66481-0		Using human in vitro transcriptome analysis to build trustworthy machine learning models for prediction of animal drug toxicity	2020	Scientific Reports	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-68794-6		Proteomics analysis of FUS mutant human motoneurons reveals altered regulation of cytoskeleton and other ALS-linked proteins via 3′UTR binding	2020	Scientific Reports	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-68944-w		A G-quadruplex-binding compound shows potent activity in human gemcitabine-resistant pancreatic cancer cells	2020	Scientific Reports	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-021-81933-x		Cell type-specific changes in transcriptomic profiles of endothelial cells, iPSC-derived neurons and astrocytes cultured on microfluidic chips	2021	Scientific Reports	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-021-99838-0		The network interplay of interferon and Toll-like receptor signaling pathways in the anti-Candida immune response	2021	Scientific Reports	31				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-021-00007-0		CD20 positive CD8 T cells are a unique and transcriptionally-distinct subset of T cells with distinct transmigration properties	2021	Scientific Reports	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-022-04971-z		Hepatic galectin-3 is associated with lipid droplet area in non-alcoholic steatohepatitis in a new swine model	2022	Scientific Reports	31				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41588-024-02030-z		Comprehensive genomic characterization of early-stage bladder cancer	2025	Nature Genetics	30				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.69577		Monocyte-derived transcriptome signature indicates antibody-dependent cellular phagocytosis as a potential mechanism of vaccine-induced protection against HIV-1	2021	eLife	30				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.7554/elife.70341		iMyoblasts for ex vivo and in vivo investigations of human myogenesis and disease modeling	2021	eLife	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-022-34331-4		Prematurely terminated intron-retaining mRNAs invade axons in SFPQ null-driven neurodegeneration and are a hallmark of ALS	2022	Nature Communications	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-37516-7		MEK inhibition reduced vascular tumor growth and coagulopathy in a mouse model with hyperactive GNAQ	2023	Nature Communications	30				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-37377-0		Single cell transcriptomic analysis of HPV16-infected epithelium identifies a keratinocyte subpopulation implicated in cancer	2023	Nature Communications	30				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-40943-1		Hepatic SREBP signaling requires SPRING to govern systemic lipid metabolism in mice and humans	2023	Nature Communications	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-44186-y		Integrative single-cell characterization of a frugivorous and an insectivorous bat kidney and pancreas	2024	Nature Communications	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-46053-w		Distinct transcriptomes and autocrine cytokines underpin maturation and survival of antibody-secreting cells in systemic lupus erythematosus	2024	Nature Communications	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-46458-7		N-Acetyltransferase 10 represses Uqcr11 and Uqcrb independently of ac4C modification to promote heart regeneration	2024	Nature Communications	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-46449-8		Dependency on host vitamin B12 has shaped Mycobacterium tuberculosis Complex evolution	2024	Nature Communications	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-48625-2		Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight	2024	Nature Communications	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-50993-8		Skin hepcidin initiates psoriasiform skin inflammation via Fe-driven hyperproliferation and neutrophil recruitment	2024	Nature Communications	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-55038-8		Integrated multi-omics profiling reveals neutrophil extracellular traps potentiate Aortic dissection progression	2024	Nature Communications	30				False	False	False	False	False	True	False	False	False	False	False	False	
NONE	10.1038/s41467-025-57616-w		Targeting senescent hepatocytes for treatment of metabolic dysfunction-associated steatotic liver disease and multi-organ dysfunction	2025	Nature Communications	30				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41467-025-60447-4		Single-molecule direct RNA sequencing reveals the shaping of epitranscriptome across multiple species	2025	Nature Communications	30				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-26771-1		Deciphering intratumoral heterogeneity using integrated clonal tracking and single-cell transcriptome analyses	2021	Nature Communications	30				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-22643-w		Cancer of unknown primary stem-like cells model multi-organ metastasis and unveil liability to MEK inhibition	2021	Nature Communications	30				False	False	False	True	False	True	False	False	False	False	False	False	
NONE	10.1038/s41467-022-35624-4		Early response evaluation by single cell signaling profiling in acute myeloid leukemia	2023	Nature Communications	30				False	False	False	True	False	True	False	False	False	False	False	False	
NONE	10.1038/s41467-023-36336-z		A deep learning approach reveals unexplored landscape of viral expression in cancer	2023	Nature Communications	30				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-37230-4		Clonal dynamics of alloreactive T cells in kidney allograft rejection after anti-PD-1 therapy	2023	Nature Communications	30				False	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1093/nar/gkab1201		Grouped-seq for integrated phenotypic and transcriptomic screening of patient-derived tumor organoids	2021	Nucleic Acids Research	30				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkac1107		A common transcriptional mechanism involving R-loop and RNA abasic site regulates an enhancer RNA of <i>APOE</i>	2022	Nucleic Acids Research	30				False	False	False	False	False	False	False	False	False	False	False	False	
