gene_id	gene_name	gene_type	n_isoforms	n_pairs	n_share_3p	n_share_5p	rate_3p	rate_5p	delta_3p_vs_5p
ENSG00000095319	NUP188	protein_coding	26	325	27	10	0.083077	0.030769	0.052308
ENSG00000108602	ALDH3A1	protein_coding	26	325	27	2	0.083077	0.006154	0.076923
ENSG00000174136	RGMB	protein_coding	23	253	21	2	0.083004	0.007905	0.075099
ENSG00000167123	CERCAM	protein_coding	23	253	21	3	0.083004	0.011858	0.071146
ENSG00000002919	SNX11	protein_coding	23	253	21	0	0.083004	0.0	0.083004
ENSG00000159199	ATP5MC1	protein_coding	23	253	21	0	0.083004	0.0	0.083004
ENSG00000149451	ADAM33	protein_coding	23	253	21	6	0.083004	0.023715	0.059289
ENSG00000188706	ZDHHC9	protein_coding	23	253	21	2	0.083004	0.007905	0.075099
ENSG00000257817	TBX3-AS1	lncRNA	52	1326	110	0	0.082956	0.0	0.082956
ENSG00000096060	FKBP5	protein_coding	73	2628	218	8	0.082953	0.003044	0.079909
ENSG00000144040	SFXN5	protein_coding_CDS_not_defined	30	435	36	1	0.082759	0.002299	0.08046
ENSG00000109736	MFSD10	protein_coding	30	435	36	2	0.082759	0.004598	0.078161
ENSG00000250934	ENSG00000250934	lncRNA	32	496	41	0	0.082661	0.0	0.082661
ENSG00000055332	EIF2AK2	protein_coding	27	351	29	3	0.082621	0.008547	0.074074
ENSG00000214043	LINC02347	lncRNA	27	351	29	0	0.082621	0.0	0.082621
ENSG00000185433	LINC00158	lncRNA	27	351	29	3	0.082621	0.008547	0.074074
ENSG00000116521	SCAMP3	protein_coding	36	630	52	8	0.08254	0.012698	0.069841
ENSG00000226828	LINC02774	lncRNA	36	630	52	3	0.08254	0.004762	0.077778
ENSG00000010270	STARD3NL	protein_coding	36	630	52	3	0.08254	0.004762	0.077778
ENSG00000111331	OAS3	nonsense_mediated_decay	38	703	58	18	0.082504	0.025605	0.056899
ENSG00000137073	UBAP2	protein_coding	62	1891	156	50	0.082496	0.026441	0.056055
ENSG00000100412	ACO2	protein_coding	50	1225	101	257	0.082449	0.209796	-0.127347
ENSG00000198270	TMEM116	protein_coding	35	595	49	3	0.082353	0.005042	0.077311
ENSG00000196557	CACNA1H	protein_coding	35	595	49	175	0.082353	0.294118	-0.211765
ENSG00000115459	ELMOD3	protein_coding_CDS_not_defined	47	1081	89	5	0.082331	0.004625	0.077706
ENSG00000283959	ENSG00000283959	lncRNA	39	741	61	1	0.082321	0.00135	0.080972
ENSG00000163399	ATP1A1	protein_coding	22	231	19	21	0.082251	0.090909	-0.008658
ENSG00000287688	ENSG00000287688	lncRNA	22	231	19	1	0.082251	0.004329	0.077922
ENSG00000215375	MYL5	protein_coding	22	231	19	1	0.082251	0.004329	0.077922
ENSG00000132405	TBC1D14	protein_coding	22	231	19	1	0.082251	0.004329	0.077922
ENSG00000257242	LINC01619	lncRNA	22	231	19	1	0.082251	0.004329	0.077922
ENSG00000101782	RIOK3	protein_coding	22	231	19	8	0.082251	0.034632	0.047619
ENSG00000088970	KIZ	protein_coding	22	231	19	0	0.082251	0.0	0.082251
ENSG00000074603	DPP8	protein_coding	52	1326	109	35	0.082202	0.026395	0.055807
ENSG00000142949	PTPRF	protein_coding	40	780	64	8	0.082051	0.010256	0.071795
ENSG00000198053	SIRPA	protein_coding	40	780	64	4	0.082051	0.005128	0.076923
ENSG00000008513	ST3GAL1	protein_coding	93	4278	351	4	0.082048	0.000935	0.081113
ENSG00000168092	PAFAH1B2	protein_coding	28	378	31	0	0.082011	0.0	0.082011
ENSG00000258649	ENSG00000258649	lncRNA	28	378	31	1	0.082011	0.002646	0.079365
ENSG00000182087	TMEM259	protein_coding	28	378	31	23	0.082011	0.060847	0.021164
ENSG00000013810	TACC3	protein_coding_CDS_not_defined	34	561	46	10	0.081996	0.017825	0.064171
ENSG00000181444	ZNF467	protein_coding	34	561	46	0	0.081996	0.0	0.081996
ENSG00000129691	ASH2L	protein_coding	34	561	46	107	0.081996	0.190731	-0.108734
ENSG00000235659	ENSG00000235659	lncRNA	34	561	46	0	0.081996	0.0	0.081996
ENSG00000103194	USP10	protein_coding	34	561	46	3	0.081996	0.005348	0.076649
ENSG00000145740	SLC30A5	protein_coding	19	171	14	2	0.081871	0.011696	0.070175
ENSG00000289863	ENSG00000289863	lncRNA	19	171	14	1	0.081871	0.005848	0.076023
ENSG00000133597	ADCK2	protein_coding	19	171	14	11	0.081871	0.064327	0.017544
ENSG00000106868	SUSD1	protein_coding	19	171	14	1	0.081871	0.005848	0.076023
ENSG00000139116	KIF21A	retained_intron	19	171	14	0	0.081871	0.0	0.081871
ENSG00000132589	FLOT2	protein_coding	19	171	14	0	0.081871	0.0	0.081871
ENSG00000290861	KRT42P	lncRNA	19	171	14	0	0.081871	0.0	0.081871
ENSG00000120885	CLU	protein_coding	67	2211	181	5	0.081863	0.002261	0.079602
ENSG00000082996	RNF13	protein_coding	64	2016	165	6	0.081845	0.002976	0.078869
ENSG00000123358	NR4A1	protein_coding	59	1711	140	12	0.081823	0.007013	0.07481
ENSG00000229258	LPGAT1-AS1	lncRNA	31	465	38	1	0.08172	0.002151	0.07957
ENSG00000198231	DDX42	protein_coding	31	465	38	0	0.08172	0.0	0.08172
ENSG00000128242	GAL3ST1	protein_coding	49	1176	96	0	0.081633	0.0	0.081633
ENSG00000135362	PRR5L	protein_coding	78	3003	245	6	0.081585	0.001998	0.079587
ENSG00000132305	IMMT	protein_coding	48	1128	92	13	0.08156	0.011525	0.070035
ENSG00000162736	NCSTN	retained_intron	60	1770	144	388	0.081356	0.219209	-0.137853
ENSG00000085978	ATG16L1	protein_coding	29	406	33	1	0.081281	0.002463	0.078818
ENSG00000109501	WFS1	protein_coding	29	406	33	6	0.081281	0.014778	0.066502
ENSG00000108523	RNF167	protein_coding	29	406	33	2	0.081281	0.004926	0.076355
ENSG00000234928	LINC01659	lncRNA	29	406	33	2	0.081281	0.004926	0.076355
ENSG00000184216	IRAK1	protein_coding	29	406	33	4	0.081281	0.009852	0.071429
ENSG00000068745	IP6K2	protein_coding	59	1711	139	1	0.081239	0.000584	0.080655
ENSG00000143036	SLC44A3	protein_coding	21	210	17	0	0.080952	0.0	0.080952
ENSG00000282097	ENSG00000282097	lncRNA	21	210	17	7	0.080952	0.033333	0.047619
ENSG00000109625	CPZ	protein_coding	21	210	17	1	0.080952	0.004762	0.07619
ENSG00000164674	SYTL3	protein_coding	21	210	17	1	0.080952	0.004762	0.07619
ENSG00000146729	NIPSNAP2	protein_coding	21	210	17	1	0.080952	0.004762	0.07619
ENSG00000108187	PBLD	protein_coding	21	210	17	0	0.080952	0.0	0.080952
ENSG00000107819	SFXN3	protein_coding	21	210	17	0	0.080952	0.0	0.080952
ENSG00000172932	ANKRD13D	protein_coding	21	210	17	2	0.080952	0.009524	0.071429
ENSG00000309500	ENSG00000309500	lncRNA	21	210	17	4	0.080952	0.019048	0.061905
ENSG00000152223	EPG5	protein_coding	21	210	17	16	0.080952	0.07619	0.004762
ENSG00000105559	PLEKHA4	protein_coding	36	630	51	11	0.080952	0.01746	0.063492
ENSG00000180509	KCNE1	protein_coding	21	210	17	3	0.080952	0.014286	0.066667
ENSG00000147065	MSN	protein_coding	21	210	17	2	0.080952	0.009524	0.071429
ENSG00000286060	ENSG00000286060	lncRNA	21	210	17	4	0.080952	0.019048	0.061905
ENSG00000138050	THUMPD2	retained_intron	17	136	11	3	0.080882	0.022059	0.058824
ENSG00000163002	NUP35	protein_coding	17	136	11	0	0.080882	0.0	0.080882
ENSG00000131378	RFTN1	nonsense_mediated_decay	17	136	11	0	0.080882	0.0	0.080882
ENSG00000172780	RAB43	protein_coding	17	136	11	1	0.080882	0.007353	0.073529
ENSG00000301665	ENSG00000301665	lncRNA	17	136	11	0	0.080882	0.0	0.080882
ENSG00000135040	NAA35	protein_coding	17	136	11	2	0.080882	0.014706	0.066176
ENSG00000128805	ARHGAP22	protein_coding	17	136	11	0	0.080882	0.0	0.080882
ENSG00000137693	YAP1	protein_coding	17	136	11	7	0.080882	0.051471	0.029412
ENSG00000288047	ENSG00000288047	lncRNA	17	136	11	6	0.080882	0.044118	0.036765
ENSG00000084463	WBP11	protein_coding	17	136	11	1	0.080882	0.007353	0.073529
ENSG00000042753	AP2S1	protein_coding	17	136	11	0	0.080882	0.0	0.080882
ENSG00000084234	APLP2	protein_coding	61	1830	148	178	0.080874	0.097268	-0.016393
ENSG00000136247	ZDHHC4	protein_coding	45	990	80	2	0.080808	0.00202	0.078788
ENSG00000186951	PPARA	protein_coding	51	1275	103	4	0.080784	0.003137	0.077647
ENSG00000117448	AKR1A1	protein_coding	40	780	63	1	0.080769	0.001282	0.079487
ENSG00000173933	RBM4	protein_coding	32	496	40	4	0.080645	0.008065	0.072581
ENSG00000130165	ELOF1	protein_coding	32	496	40	0	0.080645	0.0	0.080645
ENSG00000135317	SNX14	nonsense_mediated_decay	130	8385	675	884	0.080501	0.105426	-0.024925
ENSG00000307137	ENSG00000307137	lncRNA	30	435	35	0	0.08046	0.0	0.08046
ENSG00000185122	HSF1	protein_coding	30	435	35	7	0.08046	0.016092	0.064368
ENSG00000293510	AFG3L1P	lncRNA	30	435	35	2	0.08046	0.004598	0.075862
ENSG00000163932	PRKCD	protein_coding	42	861	69	4	0.080139	0.004646	0.075494
ENSG00000078070	MCCC1	protein_coding	26	325	26	4	0.08	0.012308	0.067692
ENSG00000048140	TSPAN17	protein_coding	26	325	26	2	0.08	0.006154	0.073846
ENSG00000136235	GPNMB	protein_coding_CDS_not_defined	25	300	24	4	0.08	0.013333	0.066667
ENSG00000106348	IMPDH1	nonsense_mediated_decay	25	300	24	0	0.08	0.0	0.08
ENSG00000136872	ALDOB	protein_coding	25	300	24	1	0.08	0.003333	0.076667
ENSG00000148343	MIGA2	protein_coding	26	325	26	4	0.08	0.012308	0.067692
ENSG00000271848	SYNPO2L-AS1	lncRNA	25	300	24	1	0.08	0.003333	0.076667
ENSG00000126247	CAPNS1	protein_coding	25	300	24	5	0.08	0.016667	0.063333
ENSG00000176472	ZNF575	protein_coding	26	325	26	1	0.08	0.003077	0.076923
ENSG00000167608	TMC4	protein_coding	26	325	26	13	0.08	0.04	0.04
ENSG00000165795	NDRG2	protein_coding	166	13695	1094	17	0.079883	0.001241	0.078642
ENSG00000290867	LINC01145	lncRNA	85	3570	285	7	0.079832	0.001961	0.077871
ENSG00000149131	SERPING1	protein_coding	45	990	79	21	0.079798	0.021212	0.058586
ENSG00000109686	SH3D19	protein_coding_CDS_not_defined	27	351	28	2	0.079772	0.005698	0.074074
ENSG00000127870	RNF6	protein_coding_CDS_not_defined	27	351	28	0	0.079772	0.0	0.079772
ENSG00000172270	BSG	protein_coding	27	351	28	5	0.079772	0.014245	0.065527
ENSG00000101052	IFT52	protein_coding	27	351	28	8	0.079772	0.022792	0.05698
ENSG00000174827	PDZK1	protein_coding	24	276	22	0	0.07971	0.0	0.07971
ENSG00000307815	ENSG00000307815	lncRNA	24	276	22	0	0.07971	0.0	0.07971
ENSG00000103066	PLA2G15	protein_coding	24	276	22	4	0.07971	0.014493	0.065217
ENSG00000133422	MORC2	protein_coding	24	276	22	0	0.07971	0.0	0.07971
ENSG00000102984	ZNF821	nonsense_mediated_decay	38	703	56	3	0.079659	0.004267	0.075391
ENSG00000141959	PFKL	protein_coding	47	1081	86	14	0.079556	0.012951	0.066605
ENSG00000145685	LHFPL2	protein_coding	33	528	42	0	0.079545	0.0	0.079545
ENSG00000120156	TEK	protein_coding	33	528	42	20	0.079545	0.037879	0.041667
ENSG00000133661	SFTPD	protein_coding	33	528	42	1	0.079545	0.001894	0.077652
ENSG00000112851	ERBIN	protein_coding	40	780	62	56	0.079487	0.071795	0.007692
ENSG00000171608	PIK3CD	protein_coding_CDS_not_defined	36	630	50	3	0.079365	0.004762	0.074603
ENSG00000205334	LINC01460	lncRNA	28	378	30	0	0.079365	0.0	0.079365
ENSG00000138802	SEC24B	protein_coding	28	378	30	6	0.079365	0.015873	0.063492
ENSG00000291151	NSUN5P1	lncRNA	36	630	50	10	0.079365	0.015873	0.063492
ENSG00000177697	CD151	protein_coding	63	1953	155	8	0.079365	0.004096	0.075269
ENSG00000172375	C2CD2L	protein_coding_CDS_not_defined	28	378	30	3	0.079365	0.007937	0.071429
ENSG00000184110	EIF3C	protein_coding	36	630	50	6	0.079365	0.009524	0.069841
ENSG00000160633	SAFB	nonsense_mediated_decay	44	946	75	19	0.079281	0.020085	0.059197
ENSG00000139926	FRMD6	protein_coding_CDS_not_defined	41	820	65	1	0.079268	0.00122	0.078049
ENSG00000148053	NTRK2	retained_intron	60	1770	140	146	0.079096	0.082486	-0.00339
ENSG00000143842	SOX13	protein_coding	23	253	20	3	0.079051	0.011858	0.067194
ENSG00000114770	ABCC5	protein_coding	23	253	20	4	0.079051	0.01581	0.063241
ENSG00000307864	ENSG00000307864	lncRNA	23	253	20	0	0.079051	0.0	0.079051
ENSG00000139567	ACVRL1	protein_coding	23	253	20	2	0.079051	0.007905	0.071146
ENSG00000111057	KRT18	protein_coding	23	253	20	9	0.079051	0.035573	0.043478
ENSG00000235706	DICER1-AS1	lncRNA	23	253	20	3	0.079051	0.011858	0.067194
ENSG00000090554	FLT3LG	protein_coding	23	253	20	1	0.079051	0.003953	0.075099
ENSG00000102181	CD99L2	protein_coding	23	253	20	0	0.079051	0.0	0.079051
ENSG00000226995	LINC00658	lncRNA	68	2278	180	49	0.079017	0.02151	0.057507
ENSG00000205560	CPT1B	protein_coding	81	3240	256	47	0.079012	0.014506	0.064506
ENSG00000107679	PLEKHA1	protein_coding	35	595	47	0	0.078992	0.0	0.078992
ENSG00000255571	MIR9-3HG	lncRNA	54	1431	113	1	0.078966	0.000699	0.078267
ENSG00000116668	SWT1	protein_coding	20	190	15	0	0.078947	0.0	0.078947
ENSG00000169744	LDB2	protein_coding	20	190	15	0	0.078947	0.0	0.078947
ENSG00000106635	BCL7B	protein_coding	20	190	15	0	0.078947	0.0	0.078947
ENSG00000165238	WNK2	protein_coding	20	190	15	3	0.078947	0.015789	0.063158
ENSG00000166181	API5	protein_coding	20	190	15	0	0.078947	0.0	0.078947
ENSG00000296726	ENSG00000296726	lncRNA	20	190	15	0	0.078947	0.0	0.078947
ENSG00000108578	BLMH	protein_coding	20	190	15	0	0.078947	0.0	0.078947
ENSG00000197063	MAFG	protein_coding	20	190	15	0	0.078947	0.0	0.078947
ENSG00000124486	USP9X	protein_coding	20	190	15	3	0.078947	0.015789	0.063158
ENSG00000131374	TBC1D5	protein_coding	75	2775	219	0	0.078919	0.0	0.078919
ENSG00000163785	RYK	nonsense_mediated_decay	29	406	32	3	0.078818	0.007389	0.071429
ENSG00000150275	PCDH15	protein_coding	29	406	32	126	0.078818	0.310345	-0.231527
ENSG00000047249	ATP6V1H	protein_coding	47	1081	85	9	0.078631	0.008326	0.070305
ENSG00000149257	SERPINH1	protein_coding	32	496	39	0	0.078629	0.0	0.078629
ENSG00000172009	THOP1	protein_coding	32	496	39	6	0.078629	0.012097	0.066532
ENSG00000172554	SNTG2	protein_coding	18	153	12	1	0.078431	0.006536	0.071895
ENSG00000213186	TRIM59	protein_coding	18	153	12	0	0.078431	0.0	0.078431
ENSG00000123643	SLC36A1	protein_coding	18	153	12	0	0.078431	0.0	0.078431
ENSG00000225606	ENSG00000225606	lncRNA	18	153	12	1	0.078431	0.006536	0.071895
ENSG00000155970	MICU3	protein_coding	18	153	12	7	0.078431	0.045752	0.03268
ENSG00000188026	RILPL1	protein_coding	18	153	12	2	0.078431	0.013072	0.065359
ENSG00000293480	TCAM1P	lncRNA	18	153	12	0	0.078431	0.0	0.078431
ENSG00000102710	SUPT20H	retained_intron	53	1378	108	7	0.078374	0.00508	0.073295
ENSG00000122852	SFTPA1	protein_coding	189	17766	1392	64	0.078352	0.003602	0.07475
ENSG00000196378	ZNF34	protein_coding	39	741	58	0	0.078273	0.0	0.078273
ENSG00000135164	DMTF1	protein_coding	54	1431	112	2	0.078267	0.001398	0.076869
ENSG00000080815	PSEN1	protein_coding	115	6555	513	32	0.078261	0.004882	0.073379
ENSG00000158106	RHPN1	protein_coding	44	946	74	43	0.078224	0.045455	0.03277
ENSG00000183077	AFMID	protein_coding	40	780	61	5	0.078205	0.00641	0.071795
ENSG00000104969	SGTA	protein_coding	40	780	61	15	0.078205	0.019231	0.058974
ENSG00000145982	FARS2	protein_coding	30	435	34	0	0.078161	0.0	0.078161
ENSG00000078668	VDAC3	protein_coding	30	435	34	1	0.078161	0.002299	0.075862
ENSG00000100083	GGA1	protein_coding	37	666	52	18	0.078078	0.027027	0.051051
ENSG00000127241	MASP1	protein_coding	22	231	18	3	0.077922	0.012987	0.064935
ENSG00000185049	NELFA	protein_coding	22	231	18	3	0.077922	0.012987	0.064935
ENSG00000197935	ZNF311	protein_coding	22	231	18	0	0.077922	0.0	0.077922
ENSG00000137204	SLC22A7	retained_intron	22	231	18	11	0.077922	0.047619	0.030303
ENSG00000198722	UNC13B	protein_coding	22	231	18	4	0.077922	0.017316	0.060606
ENSG00000184281	TSSC4	protein_coding	22	231	18	0	0.077922	0.0	0.077922
ENSG00000075089	ACTR6	protein_coding	22	231	18	3	0.077922	0.012987	0.064935
ENSG00000226846	LINC00348	lncRNA	22	231	18	0	0.077922	0.0	0.077922
ENSG00000128829	EIF2AK4	protein_coding	22	231	18	2	0.077922	0.008658	0.069264
ENSG00000178921	PFAS	protein_coding	22	231	18	1	0.077922	0.004329	0.073593
ENSG00000236963	LINC01141	lncRNA	75	2775	216	5	0.077838	0.001802	0.076036
ENSG00000107959	PITRM1	protein_coding_CDS_not_defined	45	990	77	26	0.077778	0.026263	0.051515
ENSG00000033011	ALG1	retained_intron	33	528	41	38	0.077652	0.07197	0.005682
ENSG00000182923	CEP63	protein_coding	80	3160	245	52	0.077532	0.016456	0.061076
ENSG00000093167	LRRFIP2	protein_coding	321	51360	3982	692	0.077531	0.013474	0.064058
ENSG00000114650	SCAP	protein_coding	43	903	70	7	0.077519	0.007752	0.069767
ENSG00000168385	SEPTIN2	protein_coding	103	5253	407	6	0.07748	0.001142	0.076337
ENSG00000083444	PLOD1	protein_coding_CDS_not_defined	31	465	36	11	0.077419	0.023656	0.053763
ENSG00000174080	CTSF	protein_coding	46	1035	80	108	0.077295	0.104348	-0.027053
ENSG00000114209	PDCD10	protein_coding	48	1128	87	0	0.077128	0.0	0.077128
ENSG00000142583	SLC2A5	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000162517	PEF1	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000116898	MRPS15	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000142937	RPS8	protein_coding_CDS_not_defined	13	78	6	0	0.076923	0.0	0.076923
ENSG00000226938	ENSG00000226938	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000162623	TYW3	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000196754	S100A2	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000143158	MPC2	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000186283	TOR3A	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000143322	ABL2	protein_coding	14	91	7	2	0.076923	0.021978	0.054945
ENSG00000058085	LAMC2	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000296235	ENSG00000296235	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000134376	CRB1	protein_coding	13	78	6	2	0.076923	0.025641	0.051282
ENSG00000134369	NAV1	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000117322	CR2	protein_coding	13	78	6	2	0.076923	0.025641	0.051282
ENSG00000310477	ENSG00000310477	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000300975	ENSG00000300975	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000143653	SCCPDH	protein_coding	13	78	6	1	0.076923	0.012821	0.064103
ENSG00000236989	ENSG00000236989	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000229839	ENSG00000229839	lncRNA	13	78	6	1	0.076923	0.012821	0.064103
ENSG00000143952	VPS54	protein_coding	14	91	7	0	0.076923	0.0	0.076923
ENSG00000115289	PCGF1	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000075568	TMEM131	retained_intron	13	78	6	1	0.076923	0.012821	0.064103
ENSG00000135972	MRPS9	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000234162	ENSG00000234162	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000163249	CCNYL1	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000085449	WDFY1	protein_coding_CDS_not_defined	14	91	7	3	0.076923	0.032967	0.043956
ENSG00000132321	IQCA1	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000157087	ATP2B2	protein_coding	14	91	7	2	0.076923	0.021978	0.054945
ENSG00000286962	ENSG00000286962	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000144566	RAB5A	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000198590	APRG1	lncRNA	14	91	7	6	0.076923	0.065934	0.010989
ENSG00000170011	MYRIP	protein_coding	14	91	7	3	0.076923	0.032967	0.043956
ENSG00000296009	ENSG00000296009	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000242516	LINC00960	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000144847	IGSF11	protein_coding	14	91	7	0	0.076923	0.0	0.076923
ENSG00000144843	ADPRH	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000145194	ECE2	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000113838	TBCCD1	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000174007	CEP19	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000138778	CENPE	protein_coding	13	78	6	1	0.076923	0.012821	0.064103
ENSG00000164093	PITX2	protein_coding_CDS_not_defined	14	91	7	0	0.076923	0.0	0.076923
ENSG00000113460	BRIX1	protein_coding	14	91	7	2	0.076923	0.021978	0.054945
ENSG00000067113	PLPP1	protein_coding	14	91	7	15	0.076923	0.164835	-0.087912
ENSG00000251205	ENSG00000251205	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000306776	ENSG00000306776	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000291036	ENSG00000291036	lncRNA	14	91	7	10	0.076923	0.10989	-0.032967
ENSG00000112365	ZBTB24	protein_coding	13	78	6	3	0.076923	0.038462	0.038462
ENSG00000016402	IL20RA	protein_coding	13	78	6	2	0.076923	0.025641	0.051282
ENSG00000234387	ENSG00000234387	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000196367	TRRAP	protein_coding	14	91	7	3	0.076923	0.032967	0.043956
ENSG00000106367	AP1S1	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000106554	CHCHD3	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000291118	ZNF767P	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000196329	GIMAP5	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000133627	ACTR3B	protein_coding	13	78	6	2	0.076923	0.025641	0.051282
ENSG00000147573	TRIM55	protein_coding	13	78	6	5	0.076923	0.064103	0.012821
ENSG00000164944	VIRMA	protein_coding	14	91	7	3	0.076923	0.032967	0.043956
ENSG00000287955	ENSG00000287955	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000056558	TRAF1	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000160563	MED27	protein_coding	13	78	6	3	0.076923	0.038462	0.038462
ENSG00000107290	SETX	protein_coding_CDS_not_defined	13	78	6	4	0.076923	0.051282	0.025641
ENSG00000287925	ENSG00000287925	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000096717	SIRT1	protein_coding	13	78	6	3	0.076923	0.038462	0.038462
ENSG00000095539	SEMA4G	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000119953	SMNDC1	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000121621	KIF18A	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000168002	POLR2G	protein_coding	13	78	6	1	0.076923	0.012821	0.064103
ENSG00000174547	MRPL11	protein_coding	13	78	6	1	0.076923	0.012821	0.064103
ENSG00000175482	POLD4	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000149357	LAMTOR1	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000062282	DGAT2	protein_coding	14	91	7	3	0.076923	0.032967	0.043956
ENSG00000111196	MAGOHB	protein_coding	13	78	6	1	0.076923	0.012821	0.064103
ENSG00000087494	PTHLH	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000228630	HOTAIR	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000169372	CRADD	protein_coding	14	91	7	3	0.076923	0.032967	0.043956
ENSG00000204856	FAM216A	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000174989	FBXW8	protein_coding	13	78	6	1	0.076923	0.012821	0.064103
ENSG00000248636	PRKAB1-AS1	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000277020	ENSG00000277020	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000165480	SKA3	protein_coding	14	91	7	0	0.076923	0.0	0.076923
ENSG00000185896	LAMP1	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000092201	SUPT16H	protein_coding	14	91	7	0	0.076923	0.0	0.076923
ENSG00000257365	FNTB	protein_coding	14	91	7	2	0.076923	0.021978	0.054945
ENSG00000205659	LIN52	protein_coding	13	78	6	0	0.076923	0.0	0.076923
ENSG00000261448	ENSG00000261448	lncRNA	14	91	7	0	0.076923	0.0	0.076923
ENSG00000103550	KNOP1	protein_coding	14	91	7	0	0.076923	0.0	0.076923
ENSG00000169347	GP2	protein_coding	14	91	7	0	0.076923	0.0	0.076923
ENSG00000090238	YPEL3	nonsense_mediated_decay	13	78	6	0	0.076923	0.0	0.076923
ENSG00000039523	RIPOR1	protein_coding	40	780	60	5	0.076923	0.00641	0.070513
ENSG00000168404	MLKL	protein_coding	14	91	7	0	0.076923	0.0	0.076923
ENSG00000103264	FBXO31	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000174990	CA5A	protein_coding	14	91	7	5	0.076923	0.054945	0.021978
ENSG00000083457	ITGAE	protein_coding_CDS_not_defined	14	91	7	2	0.076923	0.021978	0.054945
ENSG00000184619	KRBA2	protein_coding	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000126561	STAT5A	protein_coding	27	351	27	7	0.076923	0.019943	0.05698
ENSG00000108639	SYNGR2	protein_coding	14	91	7	2	0.076923	0.021978	0.054945
ENSG00000169733	RFNG	retained_intron	14	91	7	1	0.076923	0.010989	0.065934
ENSG00000264345	LINC01894	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000260433	LINC01917	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000289131	ENSG00000289131	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000132026	RTBDN	protein_coding	27	351	27	2	0.076923	0.005698	0.071225
ENSG00000160117	ANKLE1	nonsense_mediated_decay	13	78	6	2	0.076923	0.025641	0.051282
ENSG00000269504	ENSG00000269504	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000267498	UQCRFS1-DT	lncRNA	13	78	6	0	0.076923	0.0	0.076923
ENSG00000126267	COX6B1	protein_coding	14	91	7	0	0.076923	0.0	0.076923
