cluster_id	cluster_size	n_genes	n_protein_coding	n_pseudogene	n_other	mixed_pc_pseudo	gene_names	window_bp
C13887_c74b779cdc	4	1	0	0	4	0	HISLA	400
C13888_5d68765c53	4	1	4	0	0	0	TTC8	400
C13889_c5f2755148	4	1	4	0	0	0	TTC8	400
C13890_93f8795c2e	4	1	4	0	0	0	PSMC1	400
C13891_a9aa2b2e97	4	1	0	0	4	0	LINC00642	400
C13892_41d46dd9f0	4	1	4	0	0	0	DGLUCY	400
C13893_3a7007cb7c	4	1	4	0	0	0	ATXN3	400
C13894_ac82021407	4	1	0	0	4	0	ATXN3	400
C13895_69dc93bafe	4	2	4	0	0	0	ITPK1	400
C13896_f7cf1b1067	4	2	4	0	0	0	ITPK1	400
C13897_c3db3353d6	4	2	4	0	0	0	MOAP1	400
C13898_6d28650019	4	2	2	0	2	0	BTBD7	400
C13899_323ea0cc70	4	1	4	0	0	0	BTBD7	400
C13900_7298ce4646	4	2	4	0	0	0	PRIMA1	400
C13901_416fa8248c	4	2	2	0	2	0	PRIMA1	400
C13902_0c4e5df2b1	4	2	2	0	2	0	DDX24	400
C13903_fbdc510891	4	2	4	0	0	0	IFI27L1	400
C13904_518036de02	4	2	2	0	2	0	SERPINA6	400
C13905_d63fad5b20	4	1	4	0	0	0	SERPINA1	400
C13906_5cfbbe2695	4	1	4	0	0	0	SERPINA4	400
C13907_f13c18fb99	4	1	4	0	0	0	SERPINA5	400
C13908_9cd856425c	4	1	1	0	3	0	DICER1	400
C13909_c2c8488618	4	1	0	0	4	0	ENSG00000301658	400
C13910_78a356347c	4	1	4	0	0	0	GSKIP	400
C13911_76b3ee7d3b	4	1	4	0	0	0	PAPOLA	400
C13912_5731b914b1	4	1	0	0	4	0	ENSG00000258702	400
C13913_977ea61625	4	1	4	0	0	0	SETD3	400
C13914_5312684eb5	4	1	4	0	0	0	WARS1	400
C13915_9bdfb0bc87	4	1	0	0	4	0	ENSG00000258717	400
C13916_098e1a43ab	4	1	0	0	4	0	ENSG00000296722	400
C13917_a518945126	4	1	0	0	4	0	MEG8	400
C13918_9291ac5f49	4	1	2	0	2	0	DYNC1H1	400
C13919_7216332237	4	1	3	0	1	0	MOK	400
C13920_c472e4ce7c	4	1	4	0	0	0	ANKRD9	400
C13921_90c035f02d	4	1	4	0	0	0	ANKRD9	400
C13922_8526a31b87	4	1	4	0	0	0	KLC1	400
C13923_0ca6fdad2b	4	1	3	0	1	0	ZFYVE21	400
C13924_68d459a514	4	1	3	0	1	0	ZFYVE21	400
C13925_2bff8239ef	4	1	0	0	4	0	ENSG00000258534	400
C13926_2e7792ea71	4	1	3	0	1	0	TDRD9	400
C13927_57b2fb95b6	4	1	4	0	0	0	ASPG	400
C13928_cbd6cfa64e	4	1	4	0	0	0	KIF26A	400
C13929_877d3fc0a8	4	1	4	0	0	0	INF2	400
C13930_0cb3ad07e1	4	1	4	0	0	0	ADSS1	400
C13931_66efac5969	4	1	0	0	4	0	ADSS1	400
C13932_97981f721e	4	1	4	0	0	0	PACS2	400
C13933_cc1ec51edc	4	1	4	0	0	0	PACS2	400
C13934_5a647cce1a	4	1	4	0	0	0	TMEM121	400
C13935_946c0bdb59	4	4	0	0	4	0	IGHD5-18;IGHD5-5	400
C13936_4549d1fda6	4	4	0	0	4	0	IGHD4-11;IGHD4-4	400
C13937_1336d66081	4	1	0	0	4	0	HERC2P3	400
C13938_cf54798890	4	4	0	0	4	0	RNU6-1235P;RNU6-498P;U6	400
C13939_ff859aea6d	4	1	0	0	4	0	LINC01193	400
C13940_68732b42c7	4	3	0	0	4	0	ENSG00000297236;ENSG00000298711;LINC01193	400
C13941_73aac66225	4	1	0	0	4	0	LINC01193	400
C13942_0f51fe317d	4	1	0	0	4	0	ENSG00000290399	400
C13943_0b35bd202e	4	1	4	0	0	0	NIPA2	400
C13944_d10a9b4d42	4	1	4	0	0	0	TUBGCP5	400
C13945_847d7c9070	4	4	4	0	0	0	GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26	400
C13946_fff5a50bf9	4	1	0	0	4	0	PWRN4	400
C13947_abee37931a	4	1	0	0	4	0	SNHG14	400
C13948_9b8ec073e8	4	4	0	0	4	0	SNORD115-11;SNORD115-29;SNORD115-36;SNORD115-43	400
C13949_51341be217	4	1	4	0	0	0	OCA2	400
C13950_4ffcc8ed32	4	4	0	4	0	0	HERC2P1;HERC2P11	400
C13951_44657cc529	4	4	0	0	4	0	ENSG00000290619;GOLGA8F;GOLGA8G	400
C13952_a0c5fbe99d	4	1	0	0	4	0	HERC2P9	400
C13953_baad1ced31	4	1	0	0	4	0	ENSG00000290879	400
C13954_acfbe17d44	4	4	0	0	4	0	U8	400
C13955_7d58f39dcc	4	4	0	0	4	0	Metazoa_SRP;RN7SL628P;RN7SL82P	400
C13956_c0d372a64e	4	1	4	0	0	0	TRPM1	400
C13957_f70bdba62b	4	2	3	0	1	0	TRPM1	400
C13958_4fad1223ce	4	1	0	0	4	0	CHRNA7	400
C13959_4c5cb8d965	4	1	0	0	4	0	ENSG00000293141	400
C13960_55de03270a	4	1	0	0	4	0	ARHGAP11A-DT	400
C13961_774e792163	4	1	0	0	4	0	ARHGAP11A-DT	400
C13962_85c65bea21	4	1	3	0	1	0	EMC4	400
C13963_783eea3ee6	4	2	4	0	0	0	NUTM1	400
C13964_bf41875995	4	1	3	0	1	0	GOLGA8A	400
C13965_bb07c1f2e2	4	1	4	0	0	0	ACTC1	400
C13966_a19bab20a6	4	1	0	0	4	0	ENSG00000296980	400
C13967_511c5e925a	4	1	4	0	0	0	CDIN1	400
C13968_b8d131b088	4	1	0	0	4	0	ENSG00000259345	400
C13969_e5f54e31a0	4	1	0	0	4	0	SRP14-DT	400
C13970_3df5c7190b	4	1	4	0	0	0	BMF	400
C13971_d8601d1131	4	1	3	0	1	0	PLCB2	400
C13972_853b2651ec	4	1	2	0	2	0	CCDC9B	400
C13973_db3b4cadb8	4	1	4	0	0	0	BAHD1	400
C13974_99f7964bf2	4	1	4	0	0	0	BAHD1	400
C13975_0e47c663e0	4	1	4	0	0	0	SPINT1	400
C13976_b8d62d761b	4	1	4	0	0	0	CHP1	400
C13977_d98878a5a6	4	1	0	0	4	0	OIP5-AS1	400
C13978_bac1c4f692	4	1	4	0	0	0	NUSAP1	400
C13979_2fdd7d1277	4	1	4	0	0	0	NDUFAF1	400
C13980_31c793bf01	4	1	4	0	0	0	VPS39	400
C13981_4400195591	4	1	3	0	1	0	TMEM87A	400
C13982_3057e3087c	4	1	3	0	1	0	TMEM87A	400
C13983_6fe189a666	4	1	4	0	0	0	UBR1	400
C13984_3cddeaad63	4	1	4	0	0	0	PPIP5K1	400
C13985_5919cd7d16	4	1	4	0	0	0	PDIA3	400
C13986_619d65b189	4	1	2	0	2	0	SERINC4	400
C13987_ba411d641f	4	1	2	0	2	0	FRMD5	400
C13988_44622cb4f6	4	1	4	0	0	0	PATL2	400
C13989_9dddf2a2d4	4	2	4	0	0	0	TRIM69	400
C13990_34a7759c4a	4	1	0	0	4	0	SORD2P	400
C13991_084c206da2	4	1	4	0	0	0	SORD	400
C13992_6fc71bfe2f	4	1	4	0	0	0	DUOXA1	400
C13993_d0f7253991	4	1	3	0	1	0	GATM	400
C13994_3fbf86f0e3	4	1	0	0	4	0	ENSG00000298162	400
C13995_afd2c44dc4	4	1	4	0	0	0	SQOR	400
C13996_7c7463b012	4	1	4	0	0	0	SEMA6D	400
C13997_0a6883dedf	4	1	4	0	0	0	SEMA6D	400
C13998_60ca704664	4	1	4	0	0	0	DTWD1	400
C13999_aa00484981	4	1	3	0	1	0	DTWD1	400
C14000_a519658635	4	1	3	0	1	0	ATP8B4	400
C14001_934f91edd5	4	1	3	0	1	0	HDC	400
C14002_31be0d28cc	4	1	4	0	0	0	USP8	400
C14003_1791dd6af6	4	1	4	0	0	0	USP8	400
C14004_4cbf11ae04	4	1	0	0	4	0	ENSG00000259203	400
C14005_5702a947c7	4	1	4	0	0	0	RAB27A	400
C14006_20faca2d80	4	1	4	0	0	0	PIGB	400
C14007_8ba595803c	4	1	4	0	0	0	RFX7	400
C14008_c77738f10e	4	1	0	0	4	0	ENSG00000293736	400
C14009_e60b843741	4	1	4	0	0	0	TCF12	400
C14010_3c794dfd08	4	1	0	0	4	0	GCOM1	400
C14011_c979f2699a	4	1	4	0	0	0	MYO1E	400
C14012_04baecc69a	4	1	4	0	0	0	GCNT3	400
C14013_b00f0ceb72	4	1	0	0	4	0	LINC02349	400
C14014_cf2d341733	4	1	4	0	0	0	CIAO2A	400
C14015_a82e7ab08d	4	1	3	0	1	0	PPIB	400
C14016_89f7e84e75	4	1	4	0	0	0	MTFMT	400
C14017_375c39ebeb	4	1	4	0	0	0	CLPX	400
C14018_cd89c0612e	4	1	4	0	0	0	DPP8	400
C14019_482af2304e	4	1	4	0	0	0	DPP8	400
C14020_5dc719cc88	4	1	4	0	0	0	DIS3L	400
C14021_eebb7f3aca	4	1	2	0	2	0	MAP2K1	400
C14022_f50d64b08c	4	1	4	0	0	0	MAP2K1	400
C14023_c128972615	4	1	4	0	0	0	RPL4	400
C14024_eaac7ed816	4	1	4	0	0	0	MAP2K5	400
C14025_85259a79a3	4	1	4	0	0	0	CLN6	400
C14026_4077208f10	4	1	4	0	0	0	KIF23	400
C14027_af76ffc452	4	1	4	0	0	0	KIF23	400
C14028_3b829d4a6b	4	1	0	0	4	0	DRAIC	400
C14029_be2918c29d	4	1	0	0	4	0	DRAIC	400
C14030_26c863d50a	4	1	3	0	1	0	TLE3	400
C14031_7caa0f8971	4	1	0	0	4	0	ENSG00000306606	400
C14032_459b5bacce	4	1	0	0	4	0	CT62	400
C14033_f2201f5211	4	1	4	0	0	0	PKM	400
C14034_24b38f658c	4	1	1	0	3	0	PARP6	400
C14035_557d55c743	4	1	3	0	1	0	PARP6	400
C14036_cd38658541	4	4	0	0	4	0	RN7SL327P;RN7SL429P;RN7SL489P;RN7SL853P	400
C14037_48cdfc0ac6	4	1	4	0	0	0	NPTN	400
C14038_5bb251871f	4	1	0	0	4	0	INSYN1-AS1	400
C14039_634bb74860	4	1	0	0	4	0	LOXL1-AS1	400
C14040_eff0388aba	4	2	4	0	0	0	ISLR	400
C14041_6c03bd5eb9	4	2	4	0	0	0	CCDC33	400
C14042_c17b227a82	4	1	3	0	1	0	CLK3	400
C14043_94a8e7e88f	4	1	4	0	0	0	CYP1A1	400
C14044_9a266b8915	4	1	4	0	0	0	LMAN1L	400
C14045_d614509955	4	1	4	0	0	0	LMAN1L	400
C14046_3becf3b4e7	4	1	2	0	2	0	LMAN1L	400
C14047_8ce84d75b8	4	1	4	0	0	0	ULK3	400
C14048_e3df10bd53	4	1	4	0	0	0	SCAMP2	400
C14049_f8c012139c	4	1	3	0	1	0	FAM219B	400
C14050_689836ce04	4	1	4	0	0	0	COMMD4	400
C14051_ebdccb4861	4	1	3	0	1	0	COMMD4	400
C14052_a62759de72	4	1	4	0	0	0	NEIL1	400
C14053_c583f1fbe8	4	1	4	0	0	0	UBE2Q2	400
C14054_504f659d8f	4	1	0	0	4	0	ENSG00000259420	400
C14055_9e2a06e4f3	4	1	0	0	4	0	LINGO1-AS2	400
C14056_a93c1515d7	4	1	4	0	0	0	TBC1D2B	400
C14057_6b43dc3482	4	1	4	0	0	0	DNAJA4	400
C14058_d66e66581c	4	1	3	0	1	0	PSMA4	400
C14059_46df24906c	4	1	4	0	0	0	ADAMTS7	400
C14060_5f4448fa56	4	1	2	0	2	0	CTSH	400
C14061_99518468cd	4	1	0	0	4	0	ANKRD34C-AS1	400
C14062_c89de9865e	4	1	4	0	0	0	ZFAND6	400
C14063_dd636052f7	4	1	4	0	0	0	ZFAND6	400
C14064_93604df6a0	4	1	4	0	0	0	IL16	400
C14065_7e34c16550	4	1	0	0	4	0	LINC01418	400
C14066_51ca60a6e6	4	2	0	0	4	0	ENSG00000290945;ENSG00000291162	400
C14067_6ed5289e53	4	2	0	0	4	0	ENSG00000290690;ENSG00000290946	400
C14068_3312c5f872	4	2	4	0	0	0	CPEB1	400
C14069_843b80bf10	4	2	4	0	0	0	CPEB1	400
C14070_8cb3a39d86	4	1	0	0	4	0	ACTG1P17	400
C14071_7ba796f4b2	4	1	0	0	4	0	SNHG21	400
C14072_fbf4ce4895	4	2	2	0	2	0	SH3GL3	400
C14073_b767b024af	4	4	0	0	4	0	ENSG00000259551;ENSG00000259694;ENSG00000291611;ENSG00000291621	400
C14074_e9162bb122	4	1	0	0	4	0	ENSG00000290688	400
C14075_37680f55f4	4	1	0	0	4	0	ENSG00000290688	400
C14076_b05e26f6c3	4	2	0	0	4	0	ENSG00000290688;ENSG00000290690	400
C14077_972675c503	4	3	0	0	4	0	ENSG00000259551;ENSG00000290689;ENSG00000291210	400
C14078_751fc38b17	4	4	0	0	4	0	Metazoa_SRP;RN7SL331P;RN7SL428P	400
C14079_7a067154a9	4	1	0	0	4	0	ENSG00000310306	400
C14080_9d8eda2980	4	1	0	0	4	0	UBE2Q2P1	400
C14081_09f0a7799c	4	1	0	0	4	0	UBE2Q2P1	400
C14082_a0febdc6f7	4	1	0	0	4	0	UBE2Q2P1	400
C14083_598390165a	4	1	0	0	4	0	LINC00933	400
C14084_4a2bc2349e	4	1	0	0	4	0	LINC00933	400
C14085_b2d0515b63	4	2	2	0	2	0	ZSCAN2	400
C14086_94d54d67e2	4	2	0	0	4	0	WDR73	400
C14087_f505be8b4f	4	1	4	0	0	0	PDE8A	400
C14088_82bdaad896	4	1	1	0	3	0	PDE8A	400
C14089_21a2c8cb6c	4	1	3	0	1	0	KLHL25	400
C14090_435253b597	4	1	3	0	1	0	DET1	400
C14091_26639fb5f8	4	1	3	0	1	0	ISG20	400
C14092_b7fdbcbb23	4	1	4	0	0	0	FANCI	400
C14093_dc99210718	4	1	3	0	1	0	POLG	400
C14094_7a094cab70	4	1	0	0	4	0	MIR9-3HG	400
C14095_2c3c21205a	4	1	0	0	4	0	MIR9-3HG	400
C14096_0ff17b7bcc	4	1	0	0	4	0	MIR9-3HG	400
C14097_4aae996eb1	4	1	4	0	0	0	PLIN1	400
C14098_3fa343b1ca	4	1	4	0	0	0	PLIN1	400
C14099_f8b2027056	4	1	4	0	0	0	ANPEP	400
C14100_f91b9faf72	4	1	4	0	0	0	GDPGP1	400
C14101_fec539d6f7	4	1	4	0	0	0	IQGAP1	400
C14102_9b2fcf5191	4	1	4	0	0	0	CRTC3	400
C14103_1b0a4552b1	4	1	3	0	1	0	FURIN	400
C14104_66039483da	4	1	4	0	0	0	FES	400
C14105_489772d61a	4	1	4	0	0	0	RCCD1	400
C14106_104811cdd1	4	1	0	0	4	0	CRAT37	400
C14107_a76c55a190	4	1	0	0	4	0	ENSG00000257060	400
C14108_ae44dda183	4	1	0	0	4	0	ENSG00000257060	400
C14109_92faff994a	4	1	0	0	4	0	LINC02207	400
C14110_9d7a06b467	4	1	0	0	4	0	LINC02207	400
C14111_633f4ad754	4	1	0	0	4	0	ENSG00000258489	400
C14112_5914ec4e90	4	1	0	0	4	0	NR2F2-AS1	400
C14113_a1ce5af714	4	1	0	0	4	0	NR2F2-AS1	400
C14114_9863d971b4	4	1	0	0	4	0	NR2F2-AS1	400
C14115_5a40c5f71f	4	1	0	0	4	0	LINC00923	400
C14116_57bc3d5ce5	4	1	0	0	4	0	LINC02251	400
C14117_57488181e5	4	1	0	0	4	0	LINC01582	400
C14118_f174ec5bbb	4	1	4	0	0	0	MEF2A	400
C14119_e9af795568	4	1	4	0	0	0	MEF2A	400
C14120_d6828558dd	4	3	0	0	4	0	ENSG00000290363;ENSG00000290629;ENSG00000290822	400
C14121_db6688b209	4	1	0	0	4	0	ENSG00000290823	400
C14122_3634d020e7	4	1	4	0	0	0	NPRL3	400
C14123_35ebbe1559	4	1	4	0	0	0	NPRL3	400
C14124_b2ef359b3f	4	1	3	0	1	0	PDIA2	400
C14125_8de2ddb629	4	1	3	0	1	0	MRPL28	400
C14126_48f6790bb0	4	1	4	0	0	0	MRPL28	400
C14127_d0d730a511	4	1	4	0	0	0	PGAP6	400
C14128_e38bd5f06b	4	1	4	0	0	0	DECR2	400
C14129_ff64251dc4	4	1	4	0	0	0	PIGQ	400
C14130_ccbb97f248	4	1	1	0	3	0	WDR90	400
C14131_cd87ca1829	4	1	4	0	0	0	RHBDL1	400
C14132_812fd6d663	4	1	0	0	4	0	STUB1-DT	400
C14133_0e941d445a	4	1	4	0	0	0	MSLN	400
C14134_4ac98b6ab5	4	1	4	0	0	0	SSTR5	400
C14135_df8a401b34	4	1	4	0	0	0	UBE2I	400
C14136_8cae547abc	4	1	3	0	1	0	GNPTG	400
C14137_0d32dd75d9	4	1	4	0	0	0	CLCN7	400
C14138_888242778c	4	2	4	0	0	0	RPL3L	400
C14139_aa415c126e	4	1	4	0	0	0	RPL3L	400
C14140_062b4b181e	4	2	2	0	2	0	TBL3	400
C14141_0f77dcff23	4	2	4	0	0	0	NOXO1	400
C14142_42df6c1abc	4	2	4	0	0	0	GFER	400
C14143_b07f46d736	4	1	4	0	0	0	NTHL1	400
C14144_c0f5ee06ac	4	1	2	0	2	0	NTHL1	400
C14145_98e90ac629	4	1	3	0	1	0	TSC2	400
C14146_46e3e1d656	4	1	4	0	0	0	TSC2	400
C14147_e7ef6c44ad	4	1	4	0	0	0	TSC2	400
C14148_2844408df0	4	1	0	0	4	0	PKD1	400
C14149_3f8bb1dc6e	4	1	4	0	0	0	MLST8	400
C14150_7a61e5ff36	4	1	4	0	0	0	DNASE1L2	400
C14151_1765e943dd	4	1	0	0	4	0	MIR3677HG	400
C14152_984915ad02	4	1	3	0	1	0	TEDC2	400
C14153_41452e1f07	4	2	4	0	0	0	ATP6V0C;ENSG00000260272	400
C14154_ae2870f378	4	2	0	0	4	0	ENSG00000290728;PDPK1	400
C14155_e8b75eea3a	4	1	0	0	4	0	ERVK13-1	400
C14156_31033286c5	4	1	0	0	4	0	SRRM2-AS1	400
C14157_6cde3f1b89	4	1	4	0	0	0	PRSS33	400
C14158_f2df1aed53	4	1	0	0	4	0	PRSS30P	400
C14159_da45ea16a9	4	1	0	0	4	0	PRSS30P	400
C14160_d088f564ab	4	1	3	0	1	0	PRSS22	400
C14161_af0e1184f8	4	1	4	0	0	0	KREMEN2	400
C14162_3d292ae721	4	1	2	0	2	0	GREP1	400
C14163_45918ee34a	4	1	0	0	4	0	ENSG00000262370	400
C14164_1539bc9d81	4	1	0	0	4	0	ZNF213-AS1	400
C14165_64658f809f	4	1	0	0	4	0	ZNF213-AS1	400
C14166_a1ba584457	4	1	0	0	4	0	ZNF213-AS1	400
C14167_f516fcf734	4	1	4	0	0	0	TRAP1	400
C14168_3b3e1bedac	4	1	3	0	1	0	TRAP1	400
C14169_20361612c3	4	2	2	0	2	0	DNAJA3	400
C14170_f87331e5c0	4	2	4	0	0	0	HMOX2	400
C14171_4469b22cba	4	1	4	0	0	0	HMOX2	400
C14172_0b591e1251	4	1	4	0	0	0	HMOX2	400
C14173_cc4bec3d22	4	1	4	0	0	0	GLYR1	400
C14174_6400ef7d80	4	1	3	0	1	0	C16orf89	400
C14175_3b40128065	4	1	3	0	1	0	METTL22	400
C14176_2bac88ca6d	4	1	4	0	0	0	CARHSP1	400
C14177_f14c376234	4	1	4	0	0	0	CARHSP1	400
C14178_c1624dc749	4	1	4	0	0	0	NOMO1	400
C14179_d8bf24a317	4	4	0	0	4	0	NOMO1;NOMO3	400
C14180_9d984d2b32	4	4	0	0	4	0	MIR3179-1;MIR3179-2;MIR3179-3;MIR3179-4	400
C14181_c2960c1c41	4	4	0	0	4	0	MIR3670-1;MIR3670-2;MIR3670-3;MIR3670-4	400
C14182_8e69700474	4	4	0	0	4	0	MIR6511A1;MIR6511A2;MIR6511A3;MIR6511A4	400
C14183_ce71e5a2e9	4	2	4	0	0	0	MARF1	400
C14184_094c4e7682	4	1	4	0	0	0	MYH11	400
C14185_b126c96dc0	4	1	4	0	0	0	ABCC1	400
C14186_dbfe9223d0	4	1	3	0	1	0	ABCC6	400
C14187_ff466a0dff	4	2	3	0	1	0	NOMO2;NOMO3	400
C14188_2b67c125d1	4	1	2	0	2	0	NOMO3	400
C14189_3c696a8702	4	3	1	0	3	0	NOMO2;NOMO3	400
C14190_05e6646166	4	1	0	0	4	0	ENSG00000261448	400
C14191_295856c1c9	4	1	4	0	0	0	RPS15A	400
C14192_e4ecc1aa9d	4	1	4	0	0	0	ARL6IP1	400
C14193_41e44d7be3	4	1	4	0	0	0	VPS35L	400
C14194_1684ddce53	4	1	4	0	0	0	VPS35L	400
C14195_b35cd3c891	4	1	4	0	0	0	KNOP1	400
C14196_d65c690dad	4	1	4	0	0	0	GP2	400
C14197_8fa05f6507	4	1	4	0	0	0	UMOD	400
C14198_0ae0f10aff	4	1	4	0	0	0	CRYM	400
C14199_fe71dc3e85	4	1	0	0	4	0	ENSG00000291073	400
C14200_3dee8fc3b3	4	1	0	0	4	0	ENSG00000291073	400
C14201_e9885ede94	4	1	4	0	0	0	UQCRC2	400
C14202_e642cf64ff	4	1	3	0	1	0	POLR3E	400
C14203_9a7d126efa	4	1	4	0	0	0	COG7	400
C14204_204a23e8e0	4	1	4	0	0	0	PLK1	400
C14205_d19a2217ea	4	1	4	0	0	0	RBBP6	400
C14206_32f9317ba1	4	2	2	0	2	0	SLC5A11	400
C14207_bf2e0b1806	4	2	4	0	0	0	SLC5A11	400
C14208_ab41c290cf	4	2	2	0	2	0	ARHGAP17	400
C14209_25c5eb8452	4	1	4	0	0	0	AQP8	400
C14210_6d7d11349b	4	1	4	0	0	0	KDM8	400
C14211_17c7411808	4	1	0	0	4	0	ENSG00000261329	400
C14212_7b09ab1b29	4	1	4	0	0	0	CLN3	400
C14213_cf44a0529e	4	1	4	0	0	0	SGF29	400
C14214_8cb5fd8de5	4	1	4	0	0	0	ATXN2L	400
C14215_2e35c705b2	4	1	4	0	0	0	RABEP2	400
C14216_53abf05b14	4	1	0	0	4	0	RRN3P2	400
C14217_f4f54990f3	4	1	0	0	4	0	ENSG00000259807	400
C14218_f06a5a0961	4	1	0	0	4	0	ENSG00000279583	400
C14219_64055828d2	4	1	0	0	4	0	CDIPTOSP	400
C14220_0eaf3f1f96	4	1	4	0	0	0	TMEM219	400
C14221_e2d4ab574d	4	1	4	0	0	0	TMEM219	400
C14222_814544effd	4	1	4	0	0	0	PPP4C	400
C14223_c222382181	4	1	4	0	0	0	TBX6	400
C14224_7fd0eebe2e	4	1	2	0	2	0	YPEL3	400
C14225_6c63f3477d	4	1	3	0	1	0	CORO1A	400
C14226_3926732c29	4	1	4	0	0	0	CORO1A	400
C14227_ca707885ea	4	1	3	0	1	0	ITGAL	400
C14228_cee7358030	4	1	4	0	0	0	ZNF747	400
C14229_cfe33d36d4	4	1	2	0	2	0	PRR14	400
C14230_20f4d58da0	4	1	4	0	0	0	RNF40	400
C14231_c056d45f7c	4	1	4	0	0	0	HSD3B7	400
C14232_2327b88051	4	1	4	0	0	0	VKORC1	400
C14233_66618395c4	4	1	4	0	0	0	FUS	400
C14234_7f44e405ab	4	1	0	0	4	0	ENSG00000260402	400
C14235_6295fe403c	4	4	0	0	4	0	ENSG00000260827;ENSG00000261009;ENSG00000301318;ENSG00000303548	400
C14236_07e1d822f1	4	4	0	0	4	0	ENSG00000260827;ENSG00000261009;ENSG00000301318;ENSG00000303548	400
C14237_6cb30a5f16	4	2	0	0	4	0	ENSG00000290420;ENSG00000310156	400
C14238_509d490e99	4	1	0	0	4	0	ENSG00000293007	400
C14239_f5aa946d06	4	1	0	0	4	0	ENSG00000303905	400
C14240_4e771ed737	4	1	0	0	4	0	ENSG00000295475	400
C14241_50c9022751	4	1	4	0	0	0	CYLD	400
C14242_f51e07faa4	4	1	0	0	4	0	ENSG00000260850	400
C14243_9684a70532	4	1	1	0	3	0	RPGRIP1L	400
C14244_fc30de82fc	4	1	0	0	4	0	CRNDE	400
C14245_1cf5702d50	4	1	4	0	0	0	CES1	400
C14246_9eb5171c15	4	1	4	0	0	0	SLC12A3	400
C14247_3450c37a09	4	1	4	0	0	0	SLC12A3	400
C14248_3e61ab57ac	4	1	3	0	1	0	NLRC5	400
C14249_27fc9dee53	4	1	4	0	0	0	PSME3IP1	400
C14250_85a65c88b2	4	1	3	0	1	0	COQ9	400
C14251_9f16483a8e	4	1	3	0	1	0	DRC7	400
C14252_1e0262b3b5	4	1	4	0	0	0	KIFC3	400
C14253_a43e1931b0	4	1	0	0	4	0	ENSG00000294769	400
C14254_bb246eb806	4	1	4	0	0	0	GOT2	400
C14255_8e17f08354	4	1	0	0	4	0	ENSG00000293015	400
C14256_6980e9fd9c	4	1	0	0	4	0	LINC00922	400
C14257_5340d7e7d8	4	1	4	0	0	0	CMTM3	400
C14258_5605205450	4	1	0	0	4	0	ENSG00000288854	400
C14259_158178089b	4	1	4	0	0	0	CES4A	400
C14260_4ba451bfd7	4	1	4	0	0	0	HSF4	400
C14261_9ccbab8624	4	1	4	0	0	0	NOL3	400
C14262_6c7433d29e	4	1	4	0	0	0	FHOD1	400
C14263_c68818bf63	4	1	3	0	1	0	PLEKHG4	400
C14264_a4929daa59	4	1	4	0	0	0	HSD11B2	400
C14265_e7baba4184	4	1	4	0	0	0	ATP6V0D1	400
C14266_002db8f339	4	1	3	0	1	0	ACD	400
C14267_8e1d385134	4	1	4	0	0	0	PARD6A	400
C14268_f04b05b889	4	1	4	0	0	0	PLA2G15	400
C14269_a9200ea708	4	1	4	0	0	0	PLA2G15	400
C14270_cf2f865775	4	1	4	0	0	0	SMPD3	400
C14271_a5f8069680	4	1	4	0	0	0	CDH3	400
C14272_01c531fd5e	4	1	4	0	0	0	UTP4	400
C14273_0c92cc7594	4	1	4	0	0	0	CLEC18A	400
C14274_b68a55b82a	4	2	4	0	0	0	CMTR2	400
C14275_bb20298752	4	2	4	0	0	0	CALB2	400
C14276_1b012b4cfa	4	1	4	0	0	0	TAT	400
C14277_6d8f8d6f10	4	1	4	0	0	0	AP1G1	400
C14278_5ca5fd8800	4	1	4	0	0	0	IST1	400
C14279_a14138bae3	4	1	4	0	0	0	ZNF821	400
C14280_84bc0ac9f6	4	1	4	0	0	0	HP	400
C14281_43dc5bf10e	4	1	0	0	4	0	LINC01572	400
C14282_f223058dbb	4	1	0	0	4	0	LINC01572	400
C14283_1cbfe7a408	4	1	0	0	4	0	ZFHX3-AS1	400
C14284_b7cd77402e	4	1	4	0	0	0	CLEC18B	400
C14285_76e3095d3f	4	1	4	0	0	0	MLKL	400
C14286_24d2a0f23a	4	1	4	0	0	0	BCAR1	400
C14287_c62da877e6	4	1	4	0	0	0	CFDP1	400
C14288_ba6388de3d	4	1	3	0	1	0	TMEM231	400
C14289_a964ad4b45	4	1	4	0	0	0	KARS1	400
C14290_a96720adbf	4	1	4	0	0	0	TERF2IP	400
C14291_fb749e92e0	4	1	0	0	4	0	ENSG00000286841	400
C14292_bec7dac979	4	1	4	0	0	0	NUDT7	400
C14293_80ab5e60fa	4	1	4	0	0	0	WWOX	400
C14294_d2d1dfbcd0	4	1	0	0	4	0	MAFTRR	400
C14295_78c91e9ce9	4	1	0	0	4	0	LINC01229	400
C14296_eded7d3f55	4	1	0	0	4	0	ARLNC1	400
C14297_edbd22334c	4	1	0	0	4	0	ARLNC1	400
C14298_3255acca4c	4	1	0	0	4	0	ARLNC1	400
C14299_4bd37d9daf	4	2	1	0	3	0	ARLNC1;ENSG00000286221	400
C14300_931c96788c	4	2	4	0	0	0	CMC2	400
C14301_dce47d8f49	4	4	2	0	2	0	CENPN;ENSG00000261061;ENSG00000291952	400
C14302_2ff05470bc	4	1	4	0	0	0	PLCG2	400
C14303_4fec73c99d	4	1	4	0	0	0	PLCG2	400
C14304_5f122f53f0	4	1	4	0	0	0	HSD17B2	400
