group	functional_gene	position	shared_90pct
classI_A_clade	HLA-E	800	1
classI_A_clade	HLA-E	801	1
classI_A_clade	HLA-E	802	1
classI_A_clade	HLA-E	803	1
classI_A_clade	HLA-E	804	1
classI_A_clade	HLA-E	805	1
classI_A_clade	HLA-E	806	1
classI_A_clade	HLA-E	807	1
classI_A_clade	HLA-E	808	1
classI_A_clade	HLA-E	809	1
classI_A_clade	HLA-E	810	1
classI_A_clade	HLA-E	811	1
classI_A_clade	HLA-E	812	1
classI_A_clade	HLA-E	813	1
classI_A_clade	HLA-E	814	1
classI_A_clade	HLA-E	815	1
classI_A_clade	HLA-E	816	1
classI_A_clade	HLA-E	817	1
classI_A_clade	HLA-E	818	1
classI_A_clade	HLA-E	819	1
classI_A_clade	HLA-E	820	1
classI_A_clade	HLA-E	821	1
classI_A_clade	HLA-E	822	1
classI_A_clade	HLA-E	823	1
classI_A_clade	HLA-E	824	1
classI_A_clade	HLA-E	825	1
classI_A_clade	HLA-E	826	1
classI_A_clade	HLA-E	827	1
classI_A_clade	HLA-E	828	1
classI_A_clade	HLA-E	829	1
classI_A_clade	HLA-E	830	1
classI_A_clade	HLA-E	831	1
classI_A_clade	HLA-E	832	1
classI_A_clade	HLA-E	833	1
classI_A_clade	HLA-E	834	1
classI_A_clade	HLA-E	835	1
classI_A_clade	HLA-E	836	1
classI_A_clade	HLA-E	837	1
classI_A_clade	HLA-E	838	1
classI_A_clade	HLA-E	839	1
classI_A_clade	HLA-E	840	1
classI_A_clade	HLA-E	841	1
classI_A_clade	HLA-E	842	1
classI_A_clade	HLA-E	843	1
classI_A_clade	HLA-E	844	1
classI_A_clade	HLA-E	845	1
classI_A_clade	HLA-E	846	1
classI_A_clade	HLA-E	847	1
classI_A_clade	HLA-E	848	1
classI_A_clade	HLA-E	849	1
classI_A_clade	HLA-E	850	1
classI_A_clade	HLA-E	851	1
classI_A_clade	HLA-E	852	1
classI_A_clade	HLA-E	853	1
classI_A_clade	HLA-E	854	1
classI_A_clade	HLA-E	855	1
classI_A_clade	HLA-E	856	1
classI_A_clade	HLA-E	857	1
classI_A_clade	HLA-E	858	1
classI_A_clade	HLA-E	859	1
classI_A_clade	HLA-E	860	1
classI_A_clade	HLA-E	861	1
classI_A_clade	HLA-E	862	1
classI_A_clade	HLA-E	863	1
classI_A_clade	HLA-E	864	1
classI_A_clade	HLA-E	865	1
classI_A_clade	HLA-E	866	1
classI_A_clade	HLA-E	867	1
classI_A_clade	HLA-E	868	1
classI_A_clade	HLA-E	869	1
classI_A_clade	HLA-E	870	1
classI_A_clade	HLA-E	871	1
classI_A_clade	HLA-E	872	1
classI_A_clade	HLA-E	873	1
classI_A_clade	HLA-E	874	1
classI_A_clade	HLA-E	875	1
classI_A_clade	HLA-E	876	1
classI_A_clade	HLA-E	877	1
classI_A_clade	HLA-E	878	1
classI_A_clade	HLA-E	879	1
classI_A_clade	HLA-E	880	1
classI_A_clade	HLA-E	881	1
classI_A_clade	HLA-E	882	1
classI_A_clade	HLA-E	883	1
classI_A_clade	HLA-E	884	1
classI_A_clade	HLA-E	885	1
classI_A_clade	HLA-E	886	1
classI_A_clade	HLA-E	887	1
classI_A_clade	HLA-E	888	1
classI_A_clade	HLA-E	889	1
classI_A_clade	HLA-E	890	1
classI_A_clade	HLA-E	891	1
classI_A_clade	HLA-E	892	1
classI_A_clade	HLA-E	893	1
classI_A_clade	HLA-E	894	1
classI_A_clade	HLA-E	895	1
classI_A_clade	HLA-E	896	1
classI_A_clade	HLA-E	897	1
classI_A_clade	HLA-E	898	1
classI_A_clade	HLA-E	899	1
classI_A_clade	HLA-E	900	1
classI_A_clade	HLA-E	901	1
classI_A_clade	HLA-E	902	1
classI_A_clade	HLA-E	903	1
classI_A_clade	HLA-E	904	1
classI_A_clade	HLA-E	905	1
classI_A_clade	HLA-E	906	1
classI_A_clade	HLA-E	907	1
classI_A_clade	HLA-E	908	1
classI_A_clade	HLA-E	909	1
classI_A_clade	HLA-E	910	1
classI_A_clade	HLA-E	911	1
classI_A_clade	HLA-E	912	1
classI_A_clade	HLA-E	913	1
classI_A_clade	HLA-E	914	1
classI_A_clade	HLA-E	915	1
classI_A_clade	HLA-E	916	1
classI_A_clade	HLA-E	917	1
classI_A_clade	HLA-E	918	1
classI_A_clade	HLA-E	919	1
classI_A_clade	HLA-E	920	1
classI_A_clade	HLA-E	921	1
classI_A_clade	HLA-E	922	1
classI_A_clade	HLA-E	923	1
classI_A_clade	HLA-E	924	1
classI_A_clade	HLA-E	925	1
classI_A_clade	HLA-E	926	1
classI_A_clade	HLA-E	927	1
classI_A_clade	HLA-E	928	1
classI_A_clade	HLA-E	929	1
classI_A_clade	HLA-E	930	1
classI_A_clade	HLA-E	931	1
classI_A_clade	HLA-E	932	1
classI_A_clade	HLA-E	933	1
classI_A_clade	HLA-E	934	1
classI_A_clade	HLA-E	935	1
classI_A_clade	HLA-E	936	1
classI_A_clade	HLA-E	937	1
classI_A_clade	HLA-E	938	1
classI_A_clade	HLA-E	939	1
classI_A_clade	HLA-E	940	1
classI_A_clade	HLA-E	941	1
classI_A_clade	HLA-E	942	1
classI_A_clade	HLA-E	943	1
classI_A_clade	HLA-E	944	1
classI_A_clade	HLA-E	945	1
classI_A_clade	HLA-E	946	1
classI_A_clade	HLA-E	947	1
classI_A_clade	HLA-E	948	1
classI_A_clade	HLA-E	949	1
classI_A_clade	HLA-E	950	1
classI_A_clade	HLA-E	951	1
classI_A_clade	HLA-E	952	1
classI_A_clade	HLA-E	953	1
classI_A_clade	HLA-E	954	1
classI_A_clade	HLA-E	955	1
classI_A_clade	HLA-E	956	1
classI_A_clade	HLA-E	957	1
classI_A_clade	HLA-E	958	1
classI_A_clade	HLA-E	959	0
classI_A_clade	HLA-E	960	0
classI_A_clade	HLA-E	961	0
classI_A_clade	HLA-E	962	0
classI_A_clade	HLA-E	963	0
classI_A_clade	HLA-E	964	0
classI_A_clade	HLA-E	965	0
classI_A_clade	HLA-E	966	0
classI_A_clade	HLA-E	967	0
classI_A_clade	HLA-E	968	0
classI_A_clade	HLA-E	969	0
classI_A_clade	HLA-E	970	0
classI_A_clade	HLA-E	971	0
classI_A_clade	HLA-E	972	0
classI_A_clade	HLA-E	973	0
classI_A_clade	HLA-E	974	0
classI_A_clade	HLA-E	975	0
classI_A_clade	HLA-E	976	0
classI_A_clade	HLA-E	977	0
classI_A_clade	HLA-E	978	0
classI_A_clade	HLA-E	979	0
classI_A_clade	HLA-E	980	0
classI_A_clade	HLA-E	981	0
classI_A_clade	HLA-E	982	0
classI_A_clade	HLA-E	983	0
classI_A_clade	HLA-E	984	0
classI_A_clade	HLA-E	985	0
classI_A_clade	HLA-E	986	0
classI_A_clade	HLA-E	987	0
classI_A_clade	HLA-E	988	0
classI_A_clade	HLA-E	989	0
classI_A_clade	HLA-E	990	0
classI_A_clade	HLA-E	991	0
classI_A_clade	HLA-E	992	0
classI_A_clade	HLA-E	993	0
classI_A_clade	HLA-E	994	0
classI_A_clade	HLA-E	995	0
classI_A_clade	HLA-E	996	0
classI_A_clade	HLA-E	997	0
classI_A_clade	HLA-E	998	0
classI_A_clade	HLA-E	999	0
classI_A_clade	HLA-E	1000	0
classI_A_clade	HLA-E	1001	0
classI_A_clade	HLA-E	1002	0
classI_A_clade	HLA-E	1003	0
classI_A_clade	HLA-E	1004	0
classI_A_clade	HLA-E	1005	0
classI_A_clade	HLA-E	1006	0
classI_A_clade	HLA-E	1007	0
classI_A_clade	HLA-E	1008	0
classI_A_clade	HLA-E	1009	0
classI_A_clade	HLA-E	1010	0
classI_A_clade	HLA-E	1011	0
classI_A_clade	HLA-E	1012	0
classI_A_clade	HLA-E	1013	0
classI_A_clade	HLA-E	1014	0
classI_A_clade	HLA-E	1015	0
classI_A_clade	HLA-E	1016	0
classI_A_clade	HLA-E	1017	0
classI_A_clade	HLA-E	1018	0
classI_A_clade	HLA-E	1019	0
classI_A_clade	HLA-E	1020	0
classI_A_clade	HLA-E	1021	0
classI_A_clade	HLA-E	1022	0
classI_A_clade	HLA-E	1023	0
classI_A_clade	HLA-E	1024	0
classI_A_clade	HLA-E	1025	0
classI_A_clade	HLA-E	1026	0
classI_A_clade	HLA-E	1027	0
classI_A_clade	HLA-E	1028	0
classI_A_clade	HLA-E	1029	0
classI_A_clade	HLA-E	1030	0
classI_A_clade	HLA-E	1031	0
classI_A_clade	HLA-E	1032	0
classI_A_clade	HLA-E	1033	0
classI_A_clade	HLA-E	1034	0
classI_A_clade	HLA-E	1035	0
classI_A_clade	HLA-E	1036	0
classI_A_clade	HLA-E	1037	0
classI_A_clade	HLA-E	1038	0
classI_A_clade	HLA-E	1039	0
classI_A_clade	HLA-E	1040	0
classI_A_clade	HLA-E	1041	0
classI_A_clade	HLA-E	1042	0
classI_A_clade	HLA-E	1043	0
classI_A_clade	HLA-E	1044	0
classI_A_clade	HLA-E	1045	0
classI_A_clade	HLA-E	1046	0
classI_A_clade	HLA-E	1047	0
classI_A_clade	HLA-E	1048	0
classI_A_clade	HLA-E	1049	0
classI_A_clade	HLA-E	1050	0
classI_A_clade	HLA-E	1051	0
classI_A_clade	HLA-E	1052	0
classI_A_clade	HLA-E	1053	0
classI_A_clade	HLA-E	1054	0
classI_A_clade	HLA-E	1055	0
classI_A_clade	HLA-E	1056	0
classI_A_clade	HLA-E	1057	0
classI_A_clade	HLA-E	1058	0
classI_A_clade	HLA-E	1059	0
classI_A_clade	HLA-E	1060	0
classI_A_clade	HLA-E	1061	0
classI_A_clade	HLA-E	1062	0
classI_A_clade	HLA-E	1063	0
classI_A_clade	HLA-E	1064	0
classI_A_clade	HLA-E	1065	0
classI_A_clade	HLA-E	1066	0
classI_A_clade	HLA-E	1067	0
classI_A_clade	HLA-E	1068	0
classI_A_clade	HLA-E	1069	0
classI_A_clade	HLA-E	1070	0
classI_A_clade	HLA-E	1071	0
classI_A_clade	HLA-E	1072	0
classI_A_clade	HLA-E	1073	0
classI_A_clade	HLA-E	1074	0
classI_A_clade	HLA-E	1075	0
classI_A_clade	HLA-E	1076	0
classI_A_clade	HLA-E	1077	0
classI_A_clade	HLA-E	1078	0
classI_A_clade	HLA-E	1079	0
classI_A_clade	HLA-E	1080	0
classI_A_clade	HLA-E	1081	0
classI_A_clade	HLA-E	1082	0
classI_A_clade	HLA-E	1083	0
classI_A_clade	HLA-E	1084	0
classI_A_clade	HLA-E	1085	0
classI_A_clade	HLA-E	1086	0
classI_A_clade	HLA-E	1087	0
classI_A_clade	HLA-E	1088	0
classI_A_clade	HLA-E	1089	0
classI_A_clade	HLA-E	1090	0
classI_A_clade	HLA-E	1091	0
classI_A_clade	HLA-E	1092	0
classI_A_clade	HLA-E	1093	0
classI_A_clade	HLA-E	1094	0
classI_A_clade	HLA-E	1095	0
classI_A_clade	HLA-E	1096	0
classI_A_clade	HLA-E	1097	0
classI_A_clade	HLA-E	1098	0
classI_A_clade	HLA-E	1099	0
classI_A_clade	HLA-E	1100	0
classI_A_clade	HLA-E	1101	0
classI_A_clade	HLA-E	1102	0
classI_A_clade	HLA-E	1103	0
classI_A_clade	HLA-E	1104	0
classI_A_clade	HLA-E	1105	0
classI_A_clade	HLA-E	1106	0
classI_A_clade	HLA-E	1107	0
classI_A_clade	HLA-E	1108	0
classI_A_clade	HLA-E	1109	0
classI_A_clade	HLA-E	1110	0
classI_A_clade	HLA-E	1111	0
classI_A_clade	HLA-E	1112	0
classI_A_clade	HLA-E	1113	0
classI_A_clade	HLA-E	1114	0
classI_A_clade	HLA-E	1115	0
classI_A_clade	HLA-E	1116	0
classI_A_clade	HLA-E	1117	0
classI_A_clade	HLA-E	1118	0
classI_A_clade	HLA-E	1119	0
classI_A_clade	HLA-E	1120	0
classI_A_clade	HLA-E	1121	0
classI_A_clade	HLA-E	1122	0
classI_A_clade	HLA-E	1123	0
classI_A_clade	HLA-E	1124	0
classI_A_clade	HLA-E	1125	0
classI_A_clade	HLA-E	1126	0
classI_A_clade	HLA-E	1127	0
classI_A_clade	HLA-E	1128	0
classI_A_clade	HLA-E	1129	0
classI_A_clade	HLA-E	1130	0
classI_A_clade	HLA-E	1131	0
classI_A_clade	HLA-E	1132	0
classI_A_clade	HLA-E	1133	0
classI_A_clade	HLA-E	1134	0
classI_A_clade	HLA-E	1135	0
classI_A_clade	HLA-E	1136	0
classI_A_clade	HLA-E	1137	0
classI_A_clade	HLA-E	1138	0
classI_A_clade	HLA-E	1139	0
classI_A_clade	HLA-E	1140	0
classI_A_clade	HLA-E	1141	0
classI_A_clade	HLA-E	1142	0
classI_A_clade	HLA-E	1143	0
classI_A_clade	HLA-E	1144	0
classI_A_clade	HLA-E	1145	0
classI_A_clade	HLA-E	1146	0
classI_A_clade	HLA-E	1147	0
classI_A_clade	HLA-E	1148	0
classI_A_clade	HLA-E	1149	0
classI_A_clade	HLA-E	1150	0
classI_A_clade	HLA-E	1151	0
classI_A_clade	HLA-E	1152	0
classI_A_clade	HLA-E	1153	0
classI_A_clade	HLA-E	1154	0
classI_A_clade	HLA-E	1155	0
classI_A_clade	HLA-E	1156	0
classI_A_clade	HLA-E	1157	0
classI_A_clade	HLA-E	1158	0
classI_A_clade	HLA-E	1159	0
classI_A_clade	HLA-E	1160	0
classI_A_clade	HLA-E	1161	0
classI_A_clade	HLA-E	1162	0
classI_A_clade	HLA-E	1163	0
classI_A_clade	HLA-E	1164	0
classI_A_clade	HLA-E	1165	0
classI_A_clade	HLA-E	1166	0
classI_A_clade	HLA-E	1167	0
classI_A_clade	HLA-E	1168	0
classI_A_clade	HLA-E	1169	0
classI_A_clade	HLA-E	1170	0
classI_A_clade	HLA-E	1171	0
classI_A_clade	HLA-E	1172	0
classI_A_clade	HLA-E	1173	0
classI_A_clade	HLA-E	1174	0
classI_A_clade	HLA-E	1175	0
classI_A_clade	HLA-E	1176	0
classI_A_clade	HLA-E	1177	0
classI_A_clade	HLA-E	1178	0
classI_A_clade	HLA-E	1179	0
classI_A_clade	HLA-E	1180	0
classI_A_clade	HLA-E	1181	0
classI_A_clade	HLA-E	1182	0
classI_A_clade	HLA-E	1183	0
classI_A_clade	HLA-E	1184	0
classI_A_clade	HLA-E	1185	0
classI_A_clade	HLA-E	1186	0
classI_A_clade	HLA-E	1187	0
classI_A_clade	HLA-E	1188	0
classI_A_clade	HLA-E	1189	0
classI_A_clade	HLA-E	1190	0
classI_A_clade	HLA-E	1191	0
classI_A_clade	HLA-E	1192	0
classI_A_clade	HLA-E	1193	0
classI_A_clade	HLA-E	1194	0
classI_A_clade	HLA-E	1195	0
classI_A_clade	HLA-E	1196	0
classI_A_clade	HLA-E	1197	0
classI_A_clade	HLA-E	1198	0
classI_A_clade	HLA-E	1199	0
classI_A_clade	HLA-E	1200	0
classI_A_clade	HLA-E	1201	0
classI_A_clade	HLA-E	1202	0
classI_A_clade	HLA-E	1203	0
classI_A_clade	HLA-E	1204	0
classI_A_clade	HLA-E	1205	0
classI_A_clade	HLA-E	1206	0
classI_A_clade	HLA-E	1207	0
classI_A_clade	HLA-E	1208	0
classI_A_clade	HLA-E	1209	0
classI_A_clade	HLA-E	1210	0
classI_A_clade	HLA-E	1211	0
classI_A_clade	HLA-E	1212	0
classI_A_clade	HLA-E	1213	0
classI_A_clade	HLA-E	1214	0
classI_A_clade	HLA-E	1215	0
classI_A_clade	HLA-E	1216	0
classI_A_clade	HLA-E	1217	0
classI_A_clade	HLA-E	1218	0
classI_A_clade	HLA-E	1219	0
classI_A_clade	HLA-E	1220	0
classI_A_clade	HLA-E	1221	0
classI_A_clade	HLA-E	1222	0
classI_A_clade	HLA-E	1223	0
classI_A_clade	HLA-E	1224	0
classI_A_clade	HLA-E	1225	0
classI_A_clade	HLA-E	1226	0
classI_A_clade	HLA-E	1227	0
classI_A_clade	HLA-E	1228	0
classI_A_clade	HLA-E	1229	0
classI_A_clade	HLA-E	1230	0
classI_A_clade	HLA-E	1231	0
classI_A_clade	HLA-E	1232	0
classI_A_clade	HLA-E	1233	0
classI_A_clade	HLA-E	1234	0
classI_A_clade	HLA-E	1235	0
classI_A_clade	HLA-E	1236	0
classI_A_clade	HLA-E	1237	0
classI_A_clade	HLA-E	1238	0
classI_A_clade	HLA-E	1239	0
classI_A_clade	HLA-E	1240	0
classI_A_clade	HLA-E	1241	0
classI_A_clade	HLA-E	1242	0
classI_A_clade	HLA-E	1243	0
classI_A_clade	HLA-E	1244	0
classI_A_clade	HLA-E	1245	0
classI_A_clade	HLA-E	1246	0
classI_A_clade	HLA-E	1247	0
classI_A_clade	HLA-E	1248	0
classI_A_clade	HLA-E	1249	0
classI_A_clade	HLA-E	1250	0
classI_A_clade	HLA-E	1251	0
classI_A_clade	HLA-E	1252	0
classI_A_clade	HLA-E	1253	0
classI_A_clade	HLA-E	1254	0
classI_A_clade	HLA-E	1255	0
classI_A_clade	HLA-E	1256	0
classI_A_clade	HLA-E	1257	0
classI_A_clade	HLA-E	1258	0
classI_A_clade	HLA-E	1259	0
classI_A_clade	HLA-E	1260	0
classI_A_clade	HLA-E	1261	0
classI_A_clade	HLA-E	1262	0
classI_A_clade	HLA-E	1263	0
classI_A_clade	HLA-E	1264	0
classI_A_clade	HLA-E	1265	0
classI_A_clade	HLA-E	1266	0
classI_A_clade	HLA-E	1267	0
classI_A_clade	HLA-E	1268	0
classI_A_clade	HLA-E	1269	0
classI_A_clade	HLA-E	1270	0
classI_A_clade	HLA-E	1271	0
classI_A_clade	HLA-E	1272	0
classI_A_clade	HLA-E	1273	0
classI_A_clade	HLA-E	1274	0
classI_A_clade	HLA-E	1275	0
classI_A_clade	HLA-E	1276	0
classI_A_clade	HLA-E	1277	0
classI_A_clade	HLA-E	1278	0
classI_A_clade	HLA-E	1279	0
classI_A_clade	HLA-E	1280	0
classI_A_clade	HLA-E	1281	0
classI_A_clade	HLA-E	1282	0
classI_A_clade	HLA-E	1283	0
classI_A_clade	HLA-E	1284	0
classI_A_clade	HLA-E	1285	0
classI_A_clade	HLA-E	1286	0
classI_A_clade	HLA-E	1287	0
classI_A_clade	HLA-E	1288	0
classI_A_clade	HLA-E	1289	0
classI_A_clade	HLA-E	1290	0
classI_A_clade	HLA-E	1291	0
classI_A_clade	HLA-E	1292	0
classI_A_clade	HLA-E	1293	0
classI_A_clade	HLA-E	1294	0
classI_A_clade	HLA-E	1295	0
classI_A_clade	HLA-E	1296	0
classI_A_clade	HLA-E	1297	0
classI_A_clade	HLA-E	1298	0
classI_A_clade	HLA-E	1299	0
classI_A_clade	HLA-E	1300	0
classI_A_clade	HLA-E	1301	0
classI_A_clade	HLA-E	1302	0
classI_A_clade	HLA-E	1303	0
classI_A_clade	HLA-E	1304	0
classI_A_clade	HLA-E	1305	0
classI_A_clade	HLA-E	1306	0
classI_A_clade	HLA-E	1307	0
classI_A_clade	HLA-E	1308	0
classI_A_clade	HLA-E	1309	0
classI_A_clade	HLA-E	1310	0
classI_A_clade	HLA-E	1311	0
classI_A_clade	HLA-E	1312	0
classI_A_clade	HLA-E	1313	0
classI_A_clade	HLA-E	1314	0
classI_A_clade	HLA-E	1315	0
classI_A_clade	HLA-E	1316	0
classI_A_clade	HLA-E	1317	0
classI_A_clade	HLA-E	1318	0
classI_A_clade	HLA-E	1319	0
classI_A_clade	HLA-E	1320	0
classI_A_clade	HLA-E	1321	0
classI_A_clade	HLA-E	1322	0
classI_A_clade	HLA-E	1323	0
classI_A_clade	HLA-E	1324	0
classI_A_clade	HLA-E	1325	0
classI_A_clade	HLA-E	1326	0
classI_A_clade	HLA-E	1327	0
classI_A_clade	HLA-E	1328	0
classI_A_clade	HLA-E	1329	0
classI_A_clade	HLA-E	1330	0
classI_A_clade	HLA-E	1331	0
classI_A_clade	HLA-E	1332	0
classI_A_clade	HLA-E	1333	0
classI_A_clade	HLA-E	1334	0
classI_A_clade	HLA-E	1335	0
classI_A_clade	HLA-E	1336	0
classI_A_clade	HLA-E	1337	0
classI_A_clade	HLA-E	1338	0
classI_A_clade	HLA-E	1339	0
classI_A_clade	HLA-E	1340	0
classI_A_clade	HLA-E	1341	0
classI_A_clade	HLA-E	1342	0
classI_A_clade	HLA-E	1343	0
classI_A_clade	HLA-E	1344	0
classI_A_clade	HLA-E	1345	0
classI_A_clade	HLA-E	1346	0
classI_A_clade	HLA-E	1347	0
classI_A_clade	HLA-E	1348	0
classI_A_clade	HLA-E	1349	0
classI_A_clade	HLA-E	1350	0
classI_A_clade	HLA-E	1351	0
classI_A_clade	HLA-E	1352	0
classI_A_clade	HLA-E	1353	0
classI_A_clade	HLA-E	1354	0
classI_A_clade	HLA-E	1355	0
classI_A_clade	HLA-E	1356	0
classI_A_clade	HLA-E	1357	0
classI_A_clade	HLA-E	1358	0
classI_A_clade	HLA-E	1359	0
classI_A_clade	HLA-E	1360	0
classI_A_clade	HLA-E	1361	0
classI_A_clade	HLA-E	1362	0
classI_A_clade	HLA-E	1363	0
classI_A_clade	HLA-E	1364	0
classI_A_clade	HLA-E	1365	0
classI_A_clade	HLA-E	1366	0
classI_A_clade	HLA-E	1367	0
classI_A_clade	HLA-E	1368	0
classI_A_clade	HLA-E	1369	0
classI_A_clade	HLA-E	1370	0
classI_A_clade	HLA-E	1371	0
classI_A_clade	HLA-E	1372	0
classI_A_clade	HLA-E	1373	0
classI_A_clade	HLA-E	1374	0
classI_A_clade	HLA-E	1375	0
classI_A_clade	HLA-E	1376	0
classI_A_clade	HLA-E	1377	0
classI_A_clade	HLA-E	1378	0
classI_A_clade	HLA-E	1379	0
classI_A_clade	HLA-E	1380	0
classI_A_clade	HLA-E	1381	0
classI_A_clade	HLA-E	1382	0
classI_A_clade	HLA-E	1383	0
classI_A_clade	HLA-E	1384	0
classI_A_clade	HLA-E	1385	0
classI_A_clade	HLA-E	1386	0
classI_A_clade	HLA-E	1387	0
classI_A_clade	HLA-E	1388	0
classI_A_clade	HLA-E	1389	0
classI_A_clade	HLA-E	1390	0
classI_A_clade	HLA-E	1391	0
classI_A_clade	HLA-E	1392	0
classI_A_clade	HLA-E	1393	0
classI_A_clade	HLA-E	1394	0
classI_A_clade	HLA-E	1395	0
classI_A_clade	HLA-E	1396	0
classI_A_clade	HLA-E	1397	0
classI_A_clade	HLA-E	1398	0
classI_A_clade	HLA-E	1399	0
classI_A_clade	HLA-E	1400	0
classI_A_clade	HLA-E	1401	0
classI_A_clade	HLA-E	1402	0
classI_A_clade	HLA-E	1403	0
classI_A_clade	HLA-E	1404	0
classI_A_clade	HLA-E	1405	0
classI_A_clade	HLA-E	1406	0
classI_A_clade	HLA-E	1407	0
classI_A_clade	HLA-E	1408	0
classI_A_clade	HLA-E	1409	0
classI_A_clade	HLA-E	1410	0
classI_A_clade	HLA-E	1411	0
classI_A_clade	HLA-E	1412	0
classI_A_clade	HLA-E	1413	0
classI_A_clade	HLA-E	1414	0
classI_A_clade	HLA-E	1415	0
classI_A_clade	HLA-E	1416	0
classI_A_clade	HLA-E	1417	0
classI_A_clade	HLA-E	1418	0
classI_A_clade	HLA-E	1419	0
classI_A_clade	HLA-E	1420	0
classI_A_clade	HLA-E	1421	0
classI_A_clade	HLA-E	1422	0
classI_A_clade	HLA-E	1423	0
classI_A_clade	HLA-E	1424	0
classI_A_clade	HLA-E	1425	0
classI_A_clade	HLA-E	1426	0
classI_A_clade	HLA-E	1427	0
classI_A_clade	HLA-E	1428	0
classI_A_clade	HLA-E	1429	0
classI_A_clade	HLA-E	1430	0
classI_A_clade	HLA-E	1431	0
classI_A_clade	HLA-E	1432	0
classI_A_clade	HLA-E	1433	0
classI_A_clade	HLA-E	1434	0
classI_A_clade	HLA-E	1435	0
classI_A_clade	HLA-E	1436	0
classI_A_clade	HLA-E	1437	0
classI_A_clade	HLA-E	1438	0
classI_A_clade	HLA-E	1439	0
classI_A_clade	HLA-E	1440	0
classI_A_clade	HLA-E	1441	0
classI_A_clade	HLA-E	1442	0
classI_A_clade	HLA-E	1443	0
classI_A_clade	HLA-E	1444	0
classI_A_clade	HLA-E	1445	0
classI_A_clade	HLA-E	1446	0
classI_A_clade	HLA-E	1447	0
classI_A_clade	HLA-E	1448	0
classI_A_clade	HLA-E	1449	0
classI_A_clade	HLA-E	1450	0
classI_A_clade	HLA-E	1451	0
classI_A_clade	HLA-E	1452	0
classI_A_clade	HLA-E	1453	0
classI_A_clade	HLA-E	1454	0
classI_A_clade	HLA-E	1455	0
classI_A_clade	HLA-E	1456	0
classI_A_clade	HLA-E	1457	0
classI_A_clade	HLA-E	1458	0
classI_A_clade	HLA-E	1459	0
classI_A_clade	HLA-E	1460	0
classI_A_clade	HLA-E	1461	0
classI_A_clade	HLA-E	1462	0
classI_A_clade	HLA-E	1463	0
classI_A_clade	HLA-E	1464	0
classI_A_clade	HLA-E	1465	0
classI_A_clade	HLA-E	1466	0
classI_A_clade	HLA-E	1467	0
classI_A_clade	HLA-E	1468	0
classI_A_clade	HLA-E	1469	0
classI_A_clade	HLA-E	1470	0
classI_A_clade	HLA-E	1471	0
classI_A_clade	HLA-E	1472	0
classI_A_clade	HLA-E	1473	0
classI_A_clade	HLA-E	1474	0
classI_A_clade	HLA-E	1475	0
classI_A_clade	HLA-E	1476	0
classI_A_clade	HLA-E	1477	0
classI_A_clade	HLA-E	1478	0
classI_A_clade	HLA-E	1479	0
classI_A_clade	HLA-E	1480	0
classI_A_clade	HLA-E	1481	0
classI_A_clade	HLA-E	1482	0
classI_A_clade	HLA-E	1483	0
classI_A_clade	HLA-E	1484	0
classI_A_clade	HLA-E	1485	0
classI_A_clade	HLA-E	1486	0
classI_A_clade	HLA-E	1487	0
classI_A_clade	HLA-E	1488	0
classI_A_clade	HLA-E	1489	0
classI_A_clade	HLA-E	1490	0
classI_A_clade	HLA-E	1491	0
classI_A_clade	HLA-E	1492	0
classI_A_clade	HLA-E	1493	0
classI_A_clade	HLA-E	1494	0
classI_A_clade	HLA-E	1495	0
classI_A_clade	HLA-E	1496	0
classI_A_clade	HLA-E	1497	0
classI_A_clade	HLA-E	1498	0
classI_A_clade	HLA-E	1499	0
classI_A_clade	HLA-E	1500	0
classI_A_clade	HLA-E	1501	0
classI_A_clade	HLA-E	1502	0
classI_A_clade	HLA-E	1503	0
classI_A_clade	HLA-E	1504	0
classI_A_clade	HLA-E	1505	0
classI_A_clade	HLA-E	1506	0
classI_A_clade	HLA-E	1507	0
classI_A_clade	HLA-E	1508	0
classI_A_clade	HLA-E	1509	0
classI_A_clade	HLA-E	1510	0
classI_A_clade	HLA-E	1511	0
classI_A_clade	HLA-E	1512	0
classI_A_clade	HLA-E	1513	0
classI_A_clade	HLA-E	1514	0
classI_A_clade	HLA-E	1515	0
classI_A_clade	HLA-E	1516	0
classI_A_clade	HLA-E	1517	0
classI_A_clade	HLA-E	1518	0
classI_A_clade	HLA-E	1519	0
classI_A_clade	HLA-E	1520	0
classI_A_clade	HLA-E	1521	0
classI_A_clade	HLA-E	1522	0
classI_A_clade	HLA-E	1523	0
classI_A_clade	HLA-E	1524	0
classI_A_clade	HLA-E	1525	0
classI_A_clade	HLA-E	1526	0
classI_A_clade	HLA-E	1527	0
classI_A_clade	HLA-E	1528	0
classI_A_clade	HLA-E	1529	0
classI_A_clade	HLA-E	1530	0
classI_A_clade	HLA-E	1531	0
classI_A_clade	HLA-E	1532	0
classI_A_clade	HLA-E	1533	0
classI_A_clade	HLA-E	1534	0
classI_A_clade	HLA-E	1535	0
classI_A_clade	HLA-E	1536	0
classI_A_clade	HLA-E	1537	0
classI_A_clade	HLA-E	1538	0
classI_A_clade	HLA-E	1539	0
classI_A_clade	HLA-E	1540	0
classI_A_clade	HLA-E	1541	0
classI_A_clade	HLA-E	1542	0
classI_A_clade	HLA-E	1543	0
classI_A_clade	HLA-E	1544	0
classI_A_clade	HLA-E	1545	0
